event_id,victim_id,victim_type,victim_gender,party1,general_category_1,level_of_government,government_area,event_type,aggressor,date,state,Entity,Totalpopulation,Female_population,Male_population,No_health_services_pop,12_year_old_single_population,ID.1.1,avg_scholarity,home_count,average_number_in_home,GDP
624,674,Authority,Male,PAN,Funcionario(a),Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armado(s),2022-06-28,Guanajuato,11,6166934,3170480,2996454,1275190,1678577,1591.6577032584626,8.676868079721608,630.3865865232522,3.849788041758937,701795.455
625,675,Party,Male,PSD,Ex-Candidato(a),Municipal,Elections and Campaigns,Murder,Sujeto(s) armado(s),2022-06-29,Morelos,17,1971520,1020673,950847,552170,529970,1366.4080962800874,9.947713347921225,896.6094091903719,3.4303501094091904,201049.316
626,676,Authority,Male,MORENA,Funcionario(a),Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armado(s),2022-06-30,Baja_California,2,3769020,1868424,1900583,836310,1085230,1047.178571428571,10.178268849206347,657.7127976190476,3.2020982142857144,261684.516
627,677,Authority,Male,No disponible,Ex-Funcionario(a),Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armado(s),2022-06-30,Guanajuato,11,6166934,3170480,2996454,1275190,1678577,1591.6577032584626,8.676868079721608,630.3865865232522,3.849788041758937,701795.455
628,678,Authority,Male,PRI,Funcionario(a),Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armado(s),2022-06-30,Colima,6,731391,370769,360622,123074,201601,187.6702702702703,9.67072972972973,781.0216216216216,3.177621621621621,109098.972
646,698,Authority,Female,MORENA,Ex-Síndico(a),Municipal,Executive,Threat,Sujeto(s) armados,2022-06-30,Mexico,15,16992418,8741123,8251295,5672574,4799091,9822.752444987776,10.071827628361858,825.7169926650366,3.6701894865525673,261684.516
629,679,Authority,Male,MORENA,Funcionario(a),Municipal,Seguridad (e.g. policías; fuerzas del orden),Kidnapping,Comando armado,2022-07-01,Tabasco,27,2402598,1228927,1173671,755484,591074,592.5944055944055,9.515856643356642,722.7272727272727,3.543846153846154,448891.865
630,679,Authority,Male,MORENA,Funcionario(a),Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,Comando armado,2022-07-01,Tabasco,27,2402598,1228927,1173671,755484,591074,592.5944055944055,9.515856643356642,722.7272727272727,3.543846153846154,448891.865
631,680,Authority,Male,MORENA,Funcionario(a),Municipal,Seguridad (e.g. policías; fuerzas del orden),Threat,Sicarios,2022-07-01,Chihuahua,8,3741869,1888047,1853822,574108,1019091,2064.8682316118934,9.42680125195618,438.737089201878,3.156682316118936,572880.305
634,684,Authority,Male,PRI,Funcionario(a),Municipal,Seguridad (e.g. policías; fuerzas del orden),Dissappearance,No identificado,2022-07-01,Jalisco,14,8348151,4249689,4098448,2452513,2420768,1825.6772765015223,9.625217270965956,819.3075006919457,3.523448657625242,1216735.696
634,685,Authority,Male,PRI,Funcionario(a),Municipal,Seguridad (e.g. policías; fuerzas del orden),Dissappearance,No identificado,2022-07-01,Jalisco,14,8348151,4249689,4098448,2452513,2420768,1825.6772765015223,9.625217270965956,819.3075006919457,3.523448657625242,1216735.696
634,686,Authority,Male,PRI,Funcionario(a),Municipal,Seguridad (e.g. policías; fuerzas del orden),Dissappearance,No identificado,2022-07-01,Jalisco,14,8348151,4249689,4098448,2452513,2420768,1825.6772765015223,9.625217270965956,819.3075006919457,3.523448657625242,1216735.696
638,691,Authority,Male,No disponible,Ex-Funcionario(a),Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,No identificado,2022-07-02,Guanajuato,11,6166934,3170480,2996454,1275190,1678577,1591.6577032584626,8.676868079721608,630.3865865232522,3.849788041758937,701795.455
632,681,Authority,Male,RSP,Funcionario(a),Municipal,Seguridad (e.g. policías; fuerzas del orden),Kidnapping,No identificado,2022-07-03,Oaxaca,20,4132148,2157305,1974843,1215990,1054399,1247.6970552642194,7.563336022589754,633.5691811214199,3.587277127874143,252892.486
632,682,Authority,Male,RSP,Funcionario(a),Municipal,Seguridad (e.g. policías; fuerzas del orden),Kidnapping,No identificado,2022-07-03,Oaxaca,20,4132148,2157305,1974843,1215990,1054399,1247.6970552642194,7.563336022589754,633.5691811214199,3.587277127874143,252892.486
632,683,Authority,Male,RSP,Funcionario(a),Municipal,Seguridad (e.g. policías; fuerzas del orden),Kidnapping,No identificado,2022-07-03,Oaxaca,20,4132148,2157305,1974843,1215990,1054399,1247.6970552642194,7.563336022589754,633.5691811214199,3.587277127874143,252892.486
633,681,Authority,Male,RSP,Funcionario(a),Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,No identificado,2022-07-04,Oaxaca,20,4132148,2157305,1974843,1215990,1054399,1247.6970552642194,7.563336022589754,633.5691811214199,3.587277127874143,252892.486
633,682,Authority,Male,RSP,Funcionario(a),Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,No identificado,2022-07-04,Oaxaca,20,4132148,2157305,1974843,1215990,1054399,1247.6970552642194,7.563336022589754,633.5691811214199,3.587277127874143,252892.486
633,683,Authority,Male,RSP,Funcionario(a),Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,No identificado,2022-07-04,Oaxaca,20,4132148,2157305,1974843,1215990,1054399,1247.6970552642194,7.563336022589754,633.5691811214199,3.587277127874143,252892.486
635,688,Authority,Male,MORENA,Funcionario(a),Municipal,Seguridad (e.g. policías; fuerzas del orden),Armed Attack,Sujeto(s) armado(s),2022-07-04,Chihuahua,8,3741869,1888047,1853822,574108,1019091,2064.8682316118934,9.42680125195618,438.737089201878,3.156682316118936,572880.305
636,689,Authority,Male,PAN,Funcionario(a),Municipal,Seguridad (e.g. policías; fuerzas del orden),Armed Attack,Sujeto(s) armado(s),2022-07-04,Oaxaca,20,4132148,2157305,1974843,1215990,1054399,1247.6970552642194,7.563336022589754,633.5691811214199,3.587277127874143,252892.486
637,690,Facility,Does not apply,MORENA,No aplica,Municipal,Executive,Assault,Sujeto(s) armado(s),2022-07-04,Mexico,15,16992418,8741123,8251295,5672574,4799091,9822.752444987776,10.071827628361858,825.7169926650366,3.6701894865525673,261684.516
640,693,Authority,Male,MORENA,Funcionario(a),Municipal,Executive,Murder,Sujeto(s) armados,2022-07-05,Tlaxcala,29,1342977,693083,649894,356641,357182,306.5,9.54937908496732,693.2598039215686,3.902630718954248,103564.841
639,692,Authority,Male,PRI,Funcionario(a),Municipal,Executive,Murder,,2022-07-06,Guanajuato,11,6166934,3170480,2996454,1275190,1678577,1591.6577032584626,8.676868079721608,630.3865865232522,3.849788041758937,701795.455
641,694,Authority,Male,PRD,Ex-Funcionario(a),Municipal,Executive,Armed Attack,Sujeto(s) armados,2022-07-08,Veracruz_de_Ignacio_de_la_Llave,30,8062579,4190805,3871774,2228480,2081892,2445.4415210688594,8.628476875642344,619.370811921891,3.32551901336074,261684.516
643,696,Authority,Male,PAN,Ex-Funcionario(a),Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armados,2022-07-09,Guanajuato,11,6166934,3170480,2996454,1275190,1678577,1591.6577032584626,8.676868079721608,630.3865865232522,3.849788041758937,701795.455
644,697,Authority,Female,PVEM,Funcionario(a),Municipal,Seguridad (e.g. policías; fuerzas del orden),Kidnapping,Comando armado,2022-07-09,Guanajuato,11,6166934,3170480,2996454,1275190,1678577,1591.6577032584626,8.676868079721608,630.3865865232522,3.849788041758937,701795.455
645,697,Authority,Female,PVEM,Funcionario(a),Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,Comando armado,2022-07-09,Guanajuato,11,6166934,3170480,2996454,1275190,1678577,1591.6577032584626,8.676868079721608,630.3865865232522,3.849788041758937,701795.455
642,695,Party,Male,Mover a Chiapas,Ex-Candidato(a),State,Elections and Campaigns,Murder,Sujeto(s) armados,2022-07-10,Chiapas,7,5543828,2837881,2705947,1814782,1355791,1050.0,7.681076703191996,807.2439256788947,4.093720819437827,261684.516
648,700,Authority,Male,PRI,Ex-Funcionario(a),Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armados,2022-07-12,Chiapas,7,5543828,2837881,2705947,1814782,1355791,1050.0,7.681076703191996,807.2439256788947,4.093720819437827,261684.516
647,699,Authority,Female,MC,Ex-Regidor(a),Municipal,Executive,Assault,Sujeto(s) armados,2022-07-13,Jalisco,14,8348151,4249689,4098448,2452513,2420768,1825.6772765015223,9.625217270965956,819.3075006919457,3.523448657625242,1216735.696
663,715,Authority,Male,MORENA,Funcionario(a),Federal,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armados,2022-07-16,Baja_California,2,3769020,1868424,1900583,836310,1085230,1047.178571428571,10.178268849206347,657.7127976190476,3.2020982142857144,261684.516
649,701,Authority,Male,MORENA,Funcionario(a),Municipal,Executive,Murder,Tres sujetos armados ingresaron a un bar y le dispararon,2022-07-17,Mexico,15,16992418,8741123,8251295,5672574,4799091,9822.752444987776,10.071827628361858,825.7169926650366,3.6701894865525673,261684.516
650,702,Authority,Male,MORENA,Funcionario(a),Municipal,Seguridad (e.g. policías; fuerzas del orden),Threat,Manta,2022-07-18,Quintana_Roo,23,1857985,921206,936779,468580,482478,549.3314065510598,10.03839113680154,685.6666666666666,3.227986512524085,261684.516
651,703,Authority,Male,MORENA,Funcionario(a),Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armados,2022-07-19,Baja_California,2,3769020,1868424,1900583,836310,1085230,1047.178571428571,10.178268849206347,657.7127976190476,3.2020982142857144,261684.516
652,704,Authority,Male,PAN,Funcionario(a),Municipal,Executive,Threat,Manta,2022-07-19,Yucatan,31,2320898,1180619,1140279,505108,618524,585.2379679144385,9.262994652406418,746.2869875222816,3.5069340463458114,261684.516
658,710,Authority,Male,MORENA,Funcionario(a),Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armados,2022-07-20,Baja_California,2,3769020,1868424,1900583,836310,1085230,1047.178571428571,10.178268849206347,657.7127976190476,3.2020982142857144,261684.516
666,719,Authority,Male,PAN,Funcionario(a),State,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armados,2022-07-20,Chihuahua,8,3741869,1888047,1853822,574108,1019091,2064.8682316118934,9.42680125195618,438.737089201878,3.156682316118936,572880.305
657,709,Authority,Male,MORENA,Funcionario(a),Municipal,Seguridad (e.g. policías; fuerzas del orden),Threat,No identificado,2022-07-21,Baja_California,2,3769020,1868424,1900583,836310,1085230,1047.178571428571,10.178268849206347,657.7127976190476,3.2020982142857144,261684.516
667,720,Authority,Male,MORENA,Funcionario(a),Municipal,Seguridad (e.g. policías; fuerzas del orden),Threat,El Momo,2022-07-21,Tabasco,27,2402598,1228927,1173671,755484,591074,592.5944055944055,9.515856643356642,722.7272727272727,3.543846153846154,448891.865
654,706,Authority,Male,MORENA,Funcionario(a),State,Elections and Campaigns,Murder,No identificado,2022-07-22,Baja_California,2,3769020,1868424,1900583,836310,1085230,1047.178571428571,10.178268849206347,657.7127976190476,3.2020982142857144,261684.516
656,708,Authority,Male,PVEM,Ex-Alcalde(sa),Municipal,Executive,Armed Attack,Sujeto(s) armados,2022-07-22,Veracruz_de_Ignacio_de_la_Llave,30,8062579,4190805,3871774,2228480,2081892,2445.4415210688594,8.628476875642344,619.370811921891,3.32551901336074,261684.516
664,716,Authority,Male,PAN,Funcionario(a),Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armados,2022-07-22,Veracruz_de_Ignacio_de_la_Llave,30,8062579,4190805,3871774,2228480,2081892,2445.4415210688594,8.628476875642344,619.370811921891,3.32551901336074,261684.516
653,705,Facility,Does not apply,MORENA,No aplica,Municipal,Seguridad (e.g. policías; fuerzas del orden),Assault,Sujeto(s) armados,2022-07-23,Veracruz_de_Ignacio_de_la_Llave,30,8062579,4190805,3871774,2228480,2081892,2445.4415210688594,8.628476875642344,619.370811921891,3.32551901336074,261684.516
655,707,Authority,Male,MORENA,Funcionario(a),Municipal,Seguridad (e.g. policías; fuerzas del orden),Armed Attack,No identificado,2022-07-24,Baja_California,2,3769020,1868424,1900583,836310,1085230,1047.178571428571,10.178268849206347,657.7127976190476,3.2020982142857144,261684.516
662,713,Authority,Male,MORENA,Funcionario(a),Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armados,2022-07-28,Baja_California,2,3769020,1868424,1900583,836310,1085230,1047.178571428571,10.178268849206347,657.7127976190476,3.2020982142857144,261684.516
662,714,Authority,Male,MORENA,Funcionario(a),Municipal,Seguridad (e.g. policías; fuerzas del orden),Armed Attack,Sujeto(s) armados,2022-07-28,Baja_California,2,3769020,1868424,1900583,836310,1085230,1047.178571428571,10.178268849206347,657.7127976190476,3.2020982142857144,261684.516
669,723,Authority,Male,PRI,Ex-Funcionario(a),State,Executive,Threat,No identificado,2022-07-28,Colima,6,731391,370769,360622,123074,201601,187.6702702702703,9.67072972972973,781.0216216216216,3.177621621621621,109098.972
659,711,Authority,Male,No disponible,Ex-Funcionario(a),Municipal,Executive,Kidnapping,No identificado,2022-07-29,Chiapas,7,5543828,2837881,2705947,1814782,1355791,1050.0,7.681076703191996,807.2439256788947,4.093720819437827,261684.516
660,711,Authority,Male,No disponible,Ex-Funcionario(a),Municipal,Executive,Murder,No identificado,2022-07-29,Chiapas,7,5543828,2837881,2705947,1814782,1355791,1050.0,7.681076703191996,807.2439256788947,4.093720819437827,261684.516
661,712,Authority,Male,PRI,Funcionario(a),State,Executive,Armed Attack,Sujeto(s) armados,2022-07-29,San_Luis_Potosi,24,2822255,1449804,1372451,490284,771609,924.192414947016,8.61915225878416,537.85052983826,3.6098605688789736,261684.516
665,717,Authority,Male,No disponible,Ex-Funcionario(a),State,Judicial,Armed Attack,Sujeto(s) armados,2022-07-30,Zacatecas,32,1622138,831080,791058,326238,406398,993.5205402363534,8.385649971862689,342.0528981429375,3.566724817107485,151882.034
665,718,Authority,Female,PVEM,Funcionario(a),State,Judicial,Armed Attack,Sujeto(s) armados,2022-07-30,Zacatecas,32,1622138,831080,791058,326238,406398,993.5205402363534,8.385649971862689,342.0528981429375,3.566724817107485,151882.034
1355,722,Authority,Male,MORENA,Funcionario(a),State,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armados,2022-07-31,Tabasco,27,2402598,1228927,1173671,755484,591074,592.5944055944055,9.515856643356642,722.7272727272727,3.543846153846154,448891.865
691,744,Authority,Male,MORENA,Funcionario(a),State,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armado(s),2022-07-31,Tabasco,27,2402598,1228927,1173671,755484,591074,592.5944055944055,9.515856643356642,722.7272727272727,3.543846153846154,448891.865
683,736,Authority,Male,PVEM,Funcionario(a),Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armado(s),2022-08-01,Veracruz_de_Ignacio_de_la_Llave,30,8062579,4190805,3871774,2228480,2081892,2445.4415210688594,8.628476875642344,619.370811921891,3.32551901336074,261684.516
704,756,Authority,Male,MORENA,Funcionario(a),Municipal,Judicial,Murder,Sujeto(s) armado(s),2022-08-01,Tabasco,27,2402598,1228927,1173671,755484,591074,592.5944055944055,9.515856643356642,722.7272727272727,3.543846153846154,448891.865
705,757,Authority,Male,MORENA,Funcionario(a),Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,Comando armado,2022-08-01,Veracruz_de_Ignacio_de_la_Llave,30,8062579,4190805,3871774,2228480,2081892,2445.4415210688594,8.628476875642344,619.370811921891,3.32551901336074,261684.516
707,759,Authority,Male,PES,Funcionario(a),Municipal,Seguridad (e.g. policías; fuerzas del orden),Kidnapping,Sujeto(s) armado(s),2022-08-01,Jalisco,14,8348151,4249689,4098448,2452513,2420768,1825.6772765015223,9.625217270965956,819.3075006919457,3.523448657625242,1216735.696
707,760,Authority,Male,PES,Funcionario(a),Municipal,Seguridad (e.g. policías; fuerzas del orden),Kidnapping,Sujeto(s) armado(s),2022-08-01,Jalisco,14,8348151,4249689,4098448,2452513,2420768,1825.6772765015223,9.625217270965956,819.3075006919457,3.523448657625242,1216735.696
707,761,Authority,Male,PES,Funcionario(a),Municipal,Seguridad (e.g. policías; fuerzas del orden),Kidnapping,Sujeto(s) armado(s),2022-08-01,Jalisco,14,8348151,4249689,4098448,2452513,2420768,1825.6772765015223,9.625217270965956,819.3075006919457,3.523448657625242,1216735.696
707,762,Authority,Male,PES,Funcionario(a),Municipal,Seguridad (e.g. policías; fuerzas del orden),Kidnapping,Sujeto(s) armado(s),2022-08-01,Jalisco,14,8348151,4249689,4098448,2452513,2420768,1825.6772765015223,9.625217270965956,819.3075006919457,3.523448657625242,1216735.696
780,850,Authority,Male,PRD,Funcionario(a),Municipal,Executive,Murder,Sujeto(s) armados,2022-08-01,Guerrero,12,3540685,1840073,1700612,891961,870839,1415.5813780260708,7.39683426443203,490.2283054003725,3.786890130353817,240749.756
682,735,Authority,Male,PVEM,Ex-Alcalde(sa),Municipal,Executive,Murder,No identificado,2022-08-02,Jalisco,14,8348151,4249689,4098448,2452513,2420768,1825.6772765015223,9.625217270965956,819.3075006919457,3.523448657625242,1216735.696
702,754,Authority,Male,MORENA,Funcionario(a),Municipal,Executive,Murder,Sujeto(s) armado(s),2022-08-02,Chihuahua,8,3741869,1888047,1853822,574108,1019091,2064.8682316118934,9.42680125195618,438.737089201878,3.156682316118936,572880.305
679,732,Authority,Male,MORENA,Funcionario(a),Municipal,Seguridad (e.g. policías; fuerzas del orden),Threat,No identificado,2022-08-04,Baja_California,2,3769020,1868424,1900583,836310,1085230,1047.178571428571,10.178268849206347,657.7127976190476,3.2020982142857144,261684.516
692,745,Authority,Male,MORENA,Funcionario(a),State,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armado(s),2022-08-04,Baja_California,2,3769020,1868424,1900583,836310,1085230,1047.178571428571,10.178268849206347,657.7127976190476,3.2020982142857144,261684.516
684,737,Authority,Male,PT,Funcionario(a),Municipal,Seguridad (e.g. policías; fuerzas del orden),Armed Attack,Comando armado,2022-08-06,Puebla,21,6583278,3423163,3160115,1921945,1790595,1354.3837555886737,8.984105812220566,808.8386736214605,3.768513412816692,595393.262
689,742,Authority,Male,PAN,Funcionario(a),Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armado(s),2022-08-06,Guanajuato,11,6166934,3170480,2996454,1275190,1678577,1591.6577032584626,8.676868079721608,630.3865865232522,3.849788041758937,701795.455
699,751,Authority,Female,PAN,Funcionario(a),Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armado(s),2022-08-06,Guanajuato,11,6166934,3170480,2996454,1275190,1678577,1591.6577032584626,8.676868079721608,630.3865865232522,3.849788041758937,701795.455
724,781,Authority,Male,PAN,Funcionario(a),Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armado(s),2022-08-06,Chihuahua,8,3741869,1888047,1853822,574108,1019091,2064.8682316118934,9.42680125195618,438.737089201878,3.156682316118936,572880.305
673,727,Authority,Male,MORENA,Funcionario(a),Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,,2022-08-07,Sinaloa,25,3026943,1532110,1494793,575096,814574,1985.9081009296149,9.558257636122176,282.0788844621514,3.4297450199203188,398152.897
700,752,Facility,Does not apply,PVEM,No aplica,Municipal,Seguridad (e.g. policías; fuerzas del orden),Armed Attack,CJNG,2022-08-07,Zacatecas,32,1622138,831080,791058,326238,406398,993.5205402363534,8.385649971862689,342.0528981429375,3.566724817107485,151882.034
703,755,Authority,Male,MORENA,Alcalde(sa),Municipal,Executive,Threat,No identificado,2022-08-07,Mexico,15,16992418,8741123,8251295,5672574,4799091,9822.752444987776,10.071827628361858,825.7169926650366,3.6701894865525673,261684.516
711,767,Facility,Does not apply,PAN,No aplica,Municipal,Executive,Armed Attack,Sujeto(s) armado(s),2022-08-07,Guerrero,12,3540685,1840073,1700612,891961,870839,1415.5813780260708,7.39683426443203,490.2283054003725,3.786890130353817,240749.756
727,787,Authority,Male,PANAL,Diputado(a),State,Legislative,Threat,Amenaza en mantas que fueron colgadas,2022-08-07,Morelos,17,1971520,1020673,950847,552170,529970,1366.4080962800874,9.947713347921225,896.6094091903719,3.4303501094091904,201049.316
685,738,Authority,Male,MORENA,Funcionario(a),Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,No identificado,2022-08-08,Sonora,26,2944840,1472643,1472197,547727,825042,807.083115183246,10.127375654450262,706.2198952879581,3.2465706806282726,580732.615
726,786,Authority,Male,PRI,Ex-Síndico(a),Municipal,Executive,Murder,Sujeto(s) armado(s),2022-08-08,Guerrero,12,3540685,1840073,1700612,891961,870839,1415.5813780260708,7.39683426443203,490.2283054003725,3.786890130353817,240749.756
728,788,Authority,Female,MORENA,Funcionario(a),Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armado(s),2022-08-09,Guerrero,12,3540685,1840073,1700612,891961,870839,1415.5813780260708,7.39683426443203,490.2283054003725,3.786890130353817,240749.756
680,733,Authority,Male,PAN,Ex-Alcalde(sa),Municipal,Executive,Murder,Comando armado,2022-08-10,Veracruz_de_Ignacio_de_la_Llave,30,8062579,4190805,3871774,2228480,2081892,2445.4415210688594,8.628476875642344,619.370811921891,3.32551901336074,261684.516
693,746,Authority,Male,MORENA,Funcionario(a),State,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armado(s),2022-08-10,Zacatecas,32,1622138,831080,791058,326238,406398,993.5205402363534,8.385649971862689,342.0528981429375,3.566724817107485,151882.034
690,743,Authority,Male,No disponible,Ex-Alcalde(sa),Municipal,Executive,Kidnapping,Sujeto(s) armado(s),2022-08-11,San_Luis_Potosi,24,2822255,1449804,1372451,490284,771609,924.192414947016,8.61915225878416,537.85052983826,3.6098605688789736,261684.516
686,739,Authority,Male,No disponible,Familiar,Municipal,Executive,Murder,Sujeto(s) armado(s),2022-08-16,Veracruz_de_Ignacio_de_la_Llave,30,8062579,4190805,3871774,2228480,2081892,2445.4415210688594,8.628476875642344,619.370811921891,3.32551901336074,261684.516
688,741,Facility,Does not apply,PT,No aplica,Municipal,Seguridad (e.g. policías; fuerzas del orden),Armed Attack,Sujeto(s) armado(s),2022-08-16,San_Luis_Potosi,24,2822255,1449804,1372451,490284,771609,924.192414947016,8.61915225878416,537.85052983826,3.6098605688789736,261684.516
701,753,Authority,Female,PAN,Funcionario(a),Municipal,Judicial,Armed Attack,Sujeto(s) armado(s),2022-08-16,Puebla,21,6583278,3423163,3160115,1921945,1790595,1354.3837555886737,8.984105812220566,808.8386736214605,3.768513412816692,595393.262
672,726,Authority,Male,PAN,Familiar,Municipal,Executive,Murder,Sujeto(s) armados,2022-08-17,Guanajuato,11,6166934,3170480,2996454,1275190,1678577,1591.6577032584626,8.676868079721608,630.3865865232522,3.849788041758937,701795.455
674,728,Authority,Female,MORENA,Funcionario(a),Municipal,Executive,Threat,Amenazada en una manta,2022-08-19,Baja_California,2,3769020,1868424,1900583,836310,1085230,1047.178571428571,10.178268849206347,657.7127976190476,3.2020982142857144,261684.516
710,766,Authority,Male,PVEM,Funcionario(a),Municipal,Seguridad (e.g. policías; fuerzas del orden),Armed Attack,Sujeto(s) armado(s),2022-08-19,Veracruz_de_Ignacio_de_la_Llave,30,8062579,4190805,3871774,2228480,2081892,2445.4415210688594,8.628476875642344,619.370811921891,3.32551901336074,261684.516
709,765,Authority,Male,PRI,Funcionario(a),Municipal,Seguridad (e.g. policías; fuerzas del orden),Armed Attack,Sujeto(s) armado(s),2022-08-20,Nuevo_Leon,19,5784442,2893492,2890950,1072664,1542048,1409.5,10.392601135557133,723.0997161107168,3.411085876508162,261684.516
