event_id,victim_id,victim_type,victim_gender,party1,general_category_1,level_of_government,government_area,event_type,aggressor,date,state,Entity,Totalpopulation,Female_population,Male_population,No_health_services_pop,12_year_old_single_population,ID.1.1,avg_scholarity,home_count,average_number_in_home,GDP
11,13,Authority,Male,Movimiento de Unificación y Lucha Triqui (MULT),Ex-Alcalde(sa),Municipal,Executive,Armed Attack,Sujeto(s) armado(s),2018-02-01,Oaxaca,20,4132148,2157305,1974843,1215990,1054399,1247.6970552642194,7.563336022589754,633.5691811214199,3.587277127874143,252892.486
12,14,Party,Female,MORENA,Candidato(a),Municipal,Elections and Campaigns,Threat,No identificado,2018-02-01,Puebla,21,6583278,3423163,3160115,1921945,1790595,1354.3837555886737,8.984105812220566,808.8386736214605,3.768513412816692,595393.262
13,15,Authority,Male,PVEM,Alcalde(sa),Municipal,Executive,Murder,No identificado,2018-02-03,Puebla,21,6583278,3423163,3160115,1921945,1790595,1354.3837555886737,8.984105812220566,808.8386736214605,3.768513412816692,595393.262
14,16,Party,Male,PRI,Pre-candidato(a),Municipal,Elections and Campaigns,Murder,No identificado,2018-02-04,Mexico,15,16992418,8741123,8251295,5672574,4799091,9822.752444987776,10.071827628361858,825.7169926650366,3.6701894865525673,261684.516
15,17,Party,Male,PAN,Militante,Municipal,Elections and Campaigns,Murder,No identificado,2018-02-04,Puebla,21,6583278,3423163,3160115,1921945,1790595,1354.3837555886737,8.984105812220566,808.8386736214605,3.768513412816692,595393.262
877,968,Authority,Male,PRI,Funcionario(a),Federal,Seguridad (e.g. policías; fuerzas del orden),Kidnapping,CJNG,2018-02-05,Jalisco,14,8348151,4249689,4098448,2452513,2420768,1825.6772765015223,9.625217270965956,819.3075006919457,3.523448657625242,1216735.696
877,969,Authority,Male,PRI,Funcionario(a),Federal,Seguridad (e.g. policías; fuerzas del orden),Kidnapping,CJNG,2018-02-05,Jalisco,14,8348151,4249689,4098448,2452513,2420768,1825.6772765015223,9.625217270965956,819.3075006919457,3.523448657625242,1216735.696
16,18,Party,Male,PES,Dirigente,State,Elections and Campaigns,Armed Attack,Sujeto(s) armado(s),2018-02-09,Mexico,15,16992418,8741123,8251295,5672574,4799091,9822.752444987776,10.071827628361858,825.7169926650366,3.6701894865525673,261684.516
17,19,Party,Male,PRI,Pre-candidato(a),Municipal,Elections and Campaigns,Armed Attack,No identificado,2018-02-10,Puebla,21,6583278,3423163,3160115,1921945,1790595,1354.3837555886737,8.984105812220566,808.8386736214605,3.768513412816692,595393.262
18,20,Authority,Male,PRI,Ex-Alcalde(sa),Municipal,Executive,Armed Attack,Sujeto(s) armado(s),2018-02-13,Jalisco,14,8348151,4249689,4098448,2452513,2420768,1825.6772765015223,9.625217270965956,819.3075006919457,3.523448657625242,1216735.696
19,21,Authority,Male,,Familiar,Municipal,Executive,Murder,Sujeto(s) armado(s),2018-02-13,Oaxaca,20,4132148,2157305,1974843,1215990,1054399,1247.6970552642194,7.563336022589754,633.5691811214199,3.587277127874143,252892.486
19,22,Authority,Male,,Familiar,Municipal,Executive,Murder,Sujeto(s) armado(s),2018-02-13,Oaxaca,20,4132148,2157305,1974843,1215990,1054399,1247.6970552642194,7.563336022589754,633.5691811214199,3.587277127874143,252892.486
