Number,ID.1,event_id,victim_id,victim_type,victim_name,victim_gender,party1,party2,party3,party4,coallition,1stpoliticaloffice,2ndpoliticaloffice,3rdpoliticaloffice,general_category_1,general_category_2,general_category_3,level_of_government,government_area,event_type,aggressor,remarks_on_the_crime,date,state,municipal,INEGIcode,MunINEGIcode,Entity,Totalpopulation,Female_population,Male_population,economically_active_population,No_health_services_pop,12_year_old_single_population,ID.1,avg_scholarity,home_count,average_number_in_home,GDP,Concepto
639,COL-2022-05-02,544,595,Authority,Roberto Chapula de la Mora,Male,PVEM,,,,,Diputado local,Ex-diputado local por el PRI en dos ocasiones,Ex-candidato a alcalde por el PANAL,Diputado(a),Ex-Diputado(a),Ex-Candidato(a),State,Legislative,Murder,Sujeto(s) armado(s),Sujetos armados le dispararon cuando estaba afuera de su casa,2022-05-02,Colima,Colima,6,2,6,731391,370769,360622,386642,123074,201601,187.67027027027027,9.67072972972973,781.0216216216216,3.1776216216216215,109098.972,Colima
640,GTO-2022-05-02,545,596,Authority,María de la Luz Fuentes Castillo,Female,PRI,,,,,Subdirectora de Tránsito y Vialidad municipal,,,Funcionario(a),,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armado(s),Sujetos armados llegaron al domicilio y dispararon,2022-05-02,Guanajuato,Abasolo,11,1,11,6166934,3170480,2996454,2997139,1275190,1678577,1591.6577032584626,8.676868079721608,630.3865865232522,3.849788041758937,701795.455,Guanajuato
641,GRO-2022-05-02,546,597,Authority,Rafael Martínez Ramírez,Male,MORENA,,,,,Alcalde,,,Alcalde(sa),,,Municipal,Executive,Assault,Sujeto(s) armado(s),Sujetos armados dispararon contra el vehículo,2022-05-02,Guerrero,Coahuayutla de José María Izazaga,12,16,12,3540685,1840073,1700612,1635187,891961,870839,1415.5813780260708,7.39683426443203,490.22830540037245,3.786890130353817,240749.756,Guerrero
642,GRO-2022-05-03,547,591,Authority,Víctor Manuel Ávila Victoria,Male,PAN,,,,,Policía municipal,,,Funcionario(a),,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,No identificado,,2022-05-03,Guerrero,Iguala de la Independencia,12,35,12,3540685,1840073,1700612,1635187,891961,870839,1415.5813780260708,7.39683426443203,490.22830540037245,3.786890130353817,240749.756,Guerrero
643,MEX-2022-05-03,548,598,Facility,Fiscalía General de Justicia del Estado de México en Sultepec,Does not apply,PRI,,,,,Fiscalía General de Justicia del Estado de México en Sultepec,,,No aplica,,,State,Judicial,Armed Attack,Comando armado,Comando de alrededor de 120 personas,2022-05-03,Mexico,Sultepec,15,80,15,16992418,8741123,8251295,8544416,5672574,4799091,9822.752444987775,10.071827628361858,825.7169926650366,3.6701894865525673,,
644,MIC-2022-05-04,549,599,Authority,Juan de Dios Ixtláhuac,Male,PAN,,,,,Hermano del alcalde Juan Anotnio Ixtláhuac Orihuela,,,Familiar,,,Municipal,Executive,Murder,Sujeto(s) armado(s),,2022-05-04,Michoacan_de_Ocampo,Zitácuaro,16,112,16,4748846,2442505,2306341,2296059,1784629,1197488,1352.850166481687,8.089049204587496,635.433962264151,3.633529411764706,,
645,NLE-2022-05-05,550,600,Authority,Elías Dahuabe Martínez,Male,MC,,,,,"Padre de Juan Carlos Dahuabe, candidato a diputado local en Quintana Roo",Empresario inmobiliario,,Familiar,,,State,Legislative,Murder,Sujeto(s) armado(s),El presunto homicida se encontraba hablando con el empresario y después le disparó en su domicilio,2022-05-05,Nuevo_Leon,Santiago,19,49,19,5784442,2893492,2890950,2862003,1072664,1542048,1409.5,10.392601135557133,723.0997161107168,3.411085876508162,,
646,GTO-2022-05-10,551,601,Authority,Sara Luz Morales Orozco,Female,PRI,,,,,Policía de tránsito,,,Funcionario(a),,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Kidnapping,Sujeto(s) armado(s),Un grupo armado ingresó a su comicilioi y se la llevó,2022-05-10,Guanajuato,Abasolo,11,1,11,6166934,3170480,2996454,2997139,1275190,1678577,1591.6577032584626,8.676868079721608,630.3865865232522,3.849788041758937,701795.455,Guanajuato
647,PUE-2022-05-10,552,602,Authority,Albino Hernández,Male,MORENA,,,,,Director de policía municipal,,,Funcionario(a),,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Threat,No identificado,Narcomanta,2022-05-10,Puebla,Amozoc,21,15,21,6583278,3423163,3160115,3198118,1921945,1790595,1354.3837555886737,8.984105812220566,808.8386736214605,3.7685134128166915,595393.262,Puebla
648,GTO-2022-05-11,553,601,Authority,Sara Luz Morales Orozco,Female,PRI,,,,,Policía de tránsito,,,Funcionario(a),,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armado(s),,2022-05-11,Guanajuato,Abasolo,11,1,11,6166934,3170480,2996454,2997139,1275190,1678577,1591.6577032584626,8.676868079721608,630.3865865232522,3.849788041758937,701795.455,Guanajuato
649,NLE-2022-05-12,554,603,Facility,Cuartel policíaco en Los Herreras,Does not apply,PVEM,,,,,Cuartel policíaco,,,No aplica,,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Armed Attack,Comando armado,,2022-05-12,Nuevo_Leon,Los Herreras,19,27,19,5784442,2893492,2890950,2862003,1072664,1542048,1409.5,10.392601135557133,723.0997161107168,3.411085876508162,,
650,VER-2022-05-15,555,604,Authority,Eusebio Hernández Jiménez,Male,PRI,,,,,Presidente del DIF,Esposo de la presidenta municipal Rosa Carrillo,,Funcionario(a),Familiar,,Municipal,Executive,Murder,Sujeto(s) armado(s),,2022-05-15,Veracruz_de_Ignacio_de_la_Llave,Calcahualco,30,29,30,8062579,4190805,3871774,3851221,2228480,2081892,2445.4415210688594,8.628476875642344,619.370811921891,3.32551901336074,,
651,BCN-2022-05-17,556,605,Facility,Comandancia de policía,Does not apply,MORENA,,,,,Comandancia de policía,,,No aplica,,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Armed Attack,No identificado,,2022-05-17,Baja_California,Tijuana,2,4,2,3769020,1868424,1900583,2010892,836310,1085230,1047.1785714285713,10.178268849206349,657.7127976190476,3.2020982142857144,,
652,GTO-2022-05-17,557,606,Authority,Miguel Ángel Noria Huizache,Male,PANAL,,,,,Director de servicios municipales,,,Funcionario(a),,,Municipal,Executive,Murder,Sujeto(s) armado(s),Sujetos armados dispararon en al menos 7 ocasiones en contra del automóvil,2022-05-17,Guanajuato,Villagrán,11,44,11,6166934,3170480,2996454,2997139,1275190,1678577,1591.6577032584626,8.676868079721608,630.3865865232522,3.849788041758937,701795.455,Guanajuato
653,MIC-2022-05-18,558,607,Authority,Roberto Z. C.,Male,PAN,,,,,Agente de policía municipal,,,Funcionario(a),,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,Civiles armados,Civiles armados le cortaron el paso y le dispararon mientras el agente circulaba en su motocicleta,2022-05-18,Michoacan_de_Ocampo,Sahuayo,16,76,16,4748846,2442505,2306341,2296059,1784629,1197488,1352.850166481687,8.089049204587496,635.433962264151,3.633529411764706,,
654,ROO-2022-05-18,559,608,Authority,Carlos Joaquín González,Male,PRD,,,,,Gobernador de Quintana Roo,,,Gobernador(a),,,State,Executive,Threat,Fuerza del pueblo,"Narcomanta. Se advierte que si no se retira el grupo ""chilangos"" comenzará una cacería contra ellos",2022-05-18,Quintana_Roo,Benito Juárez,23,5,23,1857985,921206,936779,1006817,468580,482478,549.3314065510598,10.038391136801541,685.6666666666666,3.227986512524085,,
655,GTO-2022-05-19,560,609,Authority,Félix Martínez,Male,PAN,,,,,Jefe de escoltas de Ricardo Benavides Hernández,,,Funcionario(a),,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armado(s),4 hombres le dispararon afuera de su domicilio,2022-05-19,Guanajuato,Irapuato,11,17,11,6166934,3170480,2996454,2997139,1275190,1678577,1591.6577032584626,8.676868079721608,630.3865865232522,3.849788041758937,701795.455,Guanajuato
656,COL-2022-05-19,561,610,Authority,Sergio Armando Sánchez,Male,MORENA,,,,,Policía,,,Funcionario(a),,,State,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armado(s),,2022-05-19,Colima,Colima,6,2,6,731391,370769,360622,386642,123074,201601,187.67027027027027,9.67072972972973,781.0216216216216,3.1776216216216215,109098.972,Colima
657,BCN-2022-05-20,562,605,Facility,Comandancia de policía,Does not apply,MORENA,,,,,Comandancia de policía,,,No aplica,,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Armed Attack,No identificado,,2022-05-20,Baja_California,Tijuana,2,4,2,3769020,1868424,1900583,2010892,836310,1085230,1047.1785714285713,10.178268849206349,657.7127976190476,3.2020982142857144,,
658,PUE-2022-05-21,566,613,Party,Cecilia Monzón,Female,PVEM,,,,,Ex-candidata a la alcaldía de San Pedro Cholula en 2018,Directora de Desarrollo Urbano en San Pedro Cholula,Activista,Ex-Candidato(a),Funcionario(a),Activista,Municipal,Elections and Campaigns,Murder,Sujeto(s) armado(s),2 sujetos en una motocicleta la embocaron y dispararon contra ella,2022-05-21,Puebla,San Pedro Cholula,21,140,21,6583278,3423163,3160115,3198118,1921945,1790595,1354.3837555886737,8.984105812220566,808.8386736214605,3.7685134128166915,595393.262,Puebla
659,VER-2022-05-21,567,614,Authority,Adrián Rodríguez Cosco,Male,PVEM,,,,,"Escolta y chofer de la síndica del ayuntamiento de Córdoba, Vania López",,,Funcionario(a),,,Municipal,Executive,Murder,Sujeto(s) armado(s),Sujetos armados dispararon en al menos nueve ocasiones contra el auto que conducía,2022-05-21,Veracruz_de_Ignacio_de_la_Llave,Córdoba,30,44,30,8062579,4190805,3871774,3851221,2228480,2081892,2445.4415210688594,8.628476875642344,619.370811921891,3.32551901336074,,
660,OAX-2022-05-21,569,616,Authority,Emmanuel Camacho Moran,Male,Movimiento de Unificación y Lucha Triqui (MULT),,,,,Asesor jurídico de Mesones Hidalgo,Ex-Síndico de Constancia del Rosario,,Funcionario(a),Ex-Síndico(a),,Municipal,Executive,Murder,Sujeto(s) armado(s),Sujetos armados lo alcanzaron en la carretera y dispararon en diversas ocasiones contra él,2022-05-21,Oaxaca,Putla Villa de Guerrero,20,73,20,4132148,2157305,1974843,1825593,1215990,1054399,1247.6970552642194,7.563336022589754,633.5691811214199,3.587277127874143,252892.486,Oaxaca
661,GTO-2022-05-21,616,668,Authority,J. Reyes Méndez Jiménez,Male,PAN,,,,,Director de la policía municipal de Irapuato,,,Funcionario(a),,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Threat,No identificado,,2022-05-21,Guanajuato,Irapuato,11,17,11,6166934,3170480,2996454,2997139,1275190,1678577,1591.6577032584626,8.676868079721608,630.3865865232522,3.849788041758937,701795.455,Guanajuato
662,TAB-2022-05-23,668,722,Authority,Absalón H. E.,Male,MORENA,,,,,Secretario de la Fiscalía General de Tabasco,,,Funcionario(a),,,State,Seguridad (e.g. policías; fuerzas del orden),Armed Attack,Sujeto(s) armados,Sujetos armados le dispararon cuando se encontraba con su familia,2022-05-23,Tabasco,Huimanguillo,27,8,27,2402598,1228927,1173671,1172514,755484,591074,592.5944055944055,9.515856643356642,722.7272727272727,3.543846153846154,448891.865,Tabasco
663,PUE-2022-05-24,568,615,Authority,Roberto Uvando Acero,Male,MORENA,,,,,Inspector auxiliar de San Mateo Mendizábal,,,Funcionario(a),,,Municipal,Executive,Threat,Sujeto(s) armado(s),Sujetos armados balearon la casa del inspector y le dejaron un papel en el que lo amenazar de muerte,2022-05-24,Puebla,Amozoc,21,15,21,6583278,3423163,3160115,3198118,1921945,1790595,1354.3837555886737,8.984105812220566,808.8386736214605,3.7685134128166915,595393.262,Puebla
664,MEX-2022-05-25,571,618,Authority,Fernando Guzmán Cruz,Male,PRI,,,,,Agentes de la Agencia de Investigación Criminal del Valle de México de la Fiscalía del Estado de México,,,Funcionario(a),,,State,Judicial,Murder,Sujeto(s) armado(s),Dos sujetos en motocicleta le dispararon cuando llegaba a su casa,2022-05-25,Mexico,Acolman,15,2,15,16992418,8741123,8251295,8544416,5672574,4799091,9822.752444987775,10.071827628361858,825.7169926650366,3.6701894865525673,,
665,ZAC-2022-05-25,572,619,Authority,X Montes,Male,MORENA,,,,,Policía municipal de Fresnillo,,,Funcionario(a),,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armado(s),Sujetos fuertementemente armados persiguieron al policía  ,2022-05-25,Zacatecas,Fresnillo,32,10,32,1622138,831080,791058,701031,326238,406398,993.5205402363534,8.385649971862689,342.0528981429375,3.5667248171074846,151882.034,Zacatecas
666,VER-2022-05-26,570,617,Authority,Clemente Nagasaky Condado Escamilla,Male,PRD,,,,,Presidente del DIF de Acayucan,Esposo de la alcaldesa Rosalba Rodríguez,Subprocurador de justicia en el gobierno de Javier DUarte,Funcionario(a),Familiar,Ex-Funcionario(a),Municipal,Executive,Murder,Sujeto(s) armado(s),Un sujeto armado se aceró al presidente y le disparó,2022-05-26,Veracruz_de_Ignacio_de_la_Llave,Acayucan,30,3,30,8062579,4190805,3871774,3851221,2228480,2081892,2445.4415210688594,8.628476875642344,619.370811921891,3.32551901336074,,
667,ZAC-2022-05-28,573,620,Authority,Jesús X,Male,MORENA,,,,,Suoficial de la Policía Estatal Preventiva de Zacatecas,,,Funcionario(a),,,State,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armado(s),Un sujeto armado se aceró al suboficial y le disparó en reiteradas ocasiones,2022-05-28,Zacatecas,Guadalupe,32,17,32,1622138,831080,791058,701031,326238,406398,993.5205402363534,8.385649971862689,342.0528981429375,3.5667248171074846,151882.034,Zacatecas
668,SON-2022-05-28,574,621,Authority,Manuel Enrique Álvarez Lizarraga,Male,MORENA,,,,,Agente de la policía municipal de Guaymas,,,Funcionario(a),,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armado(s),Un grupo armado abrió fuego directo contra el agente en su día de descanso,2022-05-28,Sonora,Guaymas,26,29,26,2944840,1472643,1472197,1448628,547727,825042,807.083115183246,10.127375654450262,706.2198952879581,3.2465706806282726,580732.615,Sonora
669,GTO-2022-05-28,576,623,Authority,Christian Guillermo https://www.milenio.com/policia/policia-estatal-irapuato-asesinado-fiesta-xv-anos,Male,PAN,,,,,Elemento de las Fuerzas de Seguridad Pública del Estado,,,Funcionario(a),,,State,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armado(s),Sujetos en una motocicleta le dispararon a quemarropa,2022-05-28,Guanajuato,Irapuato,11,17,11,6166934,3170480,2996454,2997139,1275190,1678577,1591.6577032584626,8.676868079721608,630.3865865232522,3.849788041758937,701795.455,Guanajuato
670,CHH-2022-05-29,575,622,Authority,"Lorenzo Antonio Medrano Briones,",Male,MORENA,,,,,Policía de la Coordinación de Seguridad Vial,,,Funcionario(a),,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,Sicarios,Sicarios lo interceptaron mientras manejaba y le dispararon,2022-05-29,Chihuahua,Juárez,8,37,8,3741869,1888047,1853822,1863623,574108,1019091,2064.8682316118934,9.426801251956181,438.73708920187795,3.156682316118936,572880.305,Chihuahua
671,VER-2022-05-29,579,627,Authority,Juan Alan Cuetero Meza,Male,PAN,,,,,Director de la Policía Vial de Veracruz,,,Funcionario(a),,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Kidnapping,Crimen organizado,,2022-05-29,Veracruz_de_Ignacio_de_la_Llave,Veracruz,30,193,30,8062579,4190805,3871774,3851221,2228480,2081892,2445.4415210688594,8.628476875642344,619.370811921891,3.32551901336074,,
672,MOR-2022-05-30,578,625,Authority,Agripino Encarnación Díaz,Male,PES,,,,,Agente de la Comisión Estatal de Seguridad,,,Funcionario(a),,,State,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armado(s),Dos sujetos dispararon contra los elementos de seguridad,2022-05-30,Morelos,Puente de Ixtla,17,17,17,1971520,1020673,950847,1017989,552170,529970,1366.4080962800874,9.947713347921225,896.6094091903719,3.4303501094091904,201049.316,Morelos
673,MOR-2022-05-30,578,626,Authority,Gerardo Mendoza Molina,Male,PES,,,,,Agente de la Comisión Estatal de Seguridad,,,Funcionario(a),,,State,Seguridad (e.g. policías; fuerzas del orden),Armed Attack,Sujeto(s) armado(s),Dos sujetos dispararon contra los elementos de seguridad,2022-05-30,Morelos,Puente de Ixtla,17,17,17,1971520,1020673,950847,1017989,552170,529970,1366.4080962800874,9.947713347921225,896.6094091903719,3.4303501094091904,201049.316,Morelos
674,VER-2022-05-31,577,624,Authority,Alfredo Salazar Nolasco,Male,PVEM,,,,,Síndico de Tecolutla,,,Síndico(a),,,Municipal,Executive,Armed Attack,Sujeto(s) armado(s),Dos sujetos armados en motocicleta atacaron al síndico y su esposa mientras viajaban en una camioneta,2022-05-31,Veracruz_de_Ignacio_de_la_Llave,Tecolutla,30,158,30,8062579,4190805,3871774,3851221,2228480,2081892,2445.4415210688594,8.628476875642344,619.370811921891,3.32551901336074,,
675,VER-2022-06-02,581,629,Authority,Nayeli Avendaño López,Female,No disponible,,,,,Ex-Jefa del Departamento Jurídico de Castillo de Teayo,,,Ex-Funcionario(a),,,Municipal,Executive,Armed Attack,Sujeto(s) armado(s),,2022-06-02,Veracruz_de_Ignacio_de_la_Llave,Poza Rica de Hidalgo,30,131,30,8062579,4190805,3871774,3851221,2228480,2081892,2445.4415210688594,8.628476875642344,619.370811921891,3.32551901336074,,
676,MOR-2022-06-03,582,630,Authority,Ángel Estrada Rubio,Male,RSP,,,,,Alcalde de Tlalnepantla,,,Alcalde(sa),,,Municipal,Executive,Armed Attack,Sujeto(s) armado(s),Dos hombres en motocicleta dispararon en contra del alcalde,2022-06-03,Morelos,Tlalnepantla,17,23,17,1971520,1020673,950847,1017989,552170,529970,1366.4080962800874,9.947713347921225,896.6094091903719,3.4303501094091904,201049.316,Morelos
677,HGO-2022-06-03,583,631,Authority,Montserrat Eli Lienzo Rivera,Female,MC,,,,,Regidora de Atitalaquia,,,Regidor(a),,,Municipal,Executive,Threat,No identificado,"Personas desconocidas atacaron la casa de la regidora: romíeros vidrios, pintaron amenazas en la fachada (""esto les va por traidores vendidos"" y dejaron una bolsa con una cabeza de cerdo",2022-06-03,Hidalgo,Atitalaquia,13,10,13,3082841,1601462,1481379,1502364,928550,805091,908.9313280363224,8.592979568671964,679.9188422247446,3.593098751418842,272452.995,Hidalgo
678,OAX-2022-06-03,587,635,Party,Carlos Eduardo López Martínez,Male,MORENA,,,,,Simpatizantes de MORENA,Enlace de Desarrollo Regional y Bienestar Social del ayuntamiento de Juchitán con el Corredor Interoceánico del Istmo de Tehuantepec,,Simpatizante,Funcionario(a),,Municipal,Elections and Campaigns,Murder,Sujeto(s) armado(s),Sujetos armados dispararon en al menos 11 ocasiones,2022-06-03,Oaxaca,Juchitán de Zaragoza,20,43,20,4132148,2157305,1974843,1825593,1215990,1054399,1247.6970552642194,7.563336022589754,633.5691811214199,3.587277127874143,252892.486,Oaxaca
679,CHP-2022-06-04,584,632,Authority,Fernando Guerra Ruiz,Male,MORENA,,,,,Funcionario del ayuntamiento,,,Funcionario(a),,,Municipal,Executive,Armed Attack,Sujeto(s) armado(s),Los atacantes esperaban al funcionario y lo esperaron a que saliera del establecimiento,2022-06-04,Chiapas,Tapachula,7,89,7,5543828,2837881,2705947,2501341,1814782,1355791,1050.0,7.681076703191996,807.2439256788947,4.093720819437827,261684.516,Chiapas
680,COL-2022-06-04,580,628,Authority,Francisco Javier Brizuela Bravo,Male,PRI,,,,,Policía municipal de Villa de Álvarez,,,Funcionario(a),,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armado(s),Sujetos armados le dispararon al policía luego de terminar su turno,2022-06-04,Colima,Villa de Álvarez,6,10,6,731391,370769,360622,386642,123074,201601,187.67027027027027,9.67072972972973,781.0216216216216,3.1776216216216215,109098.972,Colima
681,VER-2022-06-05,585,633,Authority,Samuel García Fonseca,Male,MORENA,,,,,Policía municipal de Tres Valles,,,Funcionario(a),,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armado(s),Sujetos armados en una motocicleta le dispararon en al menos 20 ocasiones,2022-06-05,Veracruz_de_Ignacio_de_la_Llave,Tres Valles,30,207,30,8062579,4190805,3871774,3851221,2228480,2081892,2445.4415210688594,8.628476875642344,619.370811921891,3.32551901336074,,
682,COL-2022-06-05,586,634,Authority,Enrique Velasco Cabrales,Male,PRI,,,,,Ex-director del Instituto de la Defensa y Ex-Administrador del C4,,,Ex-Funcionario(a),,,State,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armado(s),Sujetos armados en motocicleta dispararon contra el exfuncionario en la cochera de su casa,2022-06-05,Colima,Villa de Álvarez,6,10,6,731391,370769,360622,386642,123074,201601,187.67027027027027,9.67072972972973,781.0216216216216,3.1776216216216215,109098.972,Colima
683,GTO-2022-06-06,588,636,Authority,Florencio Lara González,Male,PRI,,,,,"Hijo del Alcalde Juan Lara, de Villagrán",,,Familiar,,,Municipal,Executive,Murder,Sujeto(s) armado(s),Sujetos en motocicletas lo atacaron mientras circulaba en su automóvil,2022-06-06,Guanajuato,Villagrán,11,44,11,6166934,3170480,2996454,2997139,1275190,1678577,1591.6577032584626,8.676868079721608,630.3865865232522,3.849788041758937,701795.455,Guanajuato
684,GTO-2022-06-06,588,637,Authority,Mildred Elizabeth Alvarado San Elías,Female,PRI,,,,,Esposa de Florencio Lara González,Sobrina de Miguel Ángel Noria Huizache (asesinado el 17 de mayo),Ex-presidenta del comité municipal del PRI,Familiar,Familiar,Militante,Municipal,Executive,Murder,Sujeto(s) armado(s),Sujetos en motocicletas lo atacaron mientras circulaba en su automóvil,2022-06-06,Guanajuato,Villagrán,11,44,11,6166934,3170480,2996454,2997139,1275190,1678577,1591.6577032584626,8.676868079721608,630.3865865232522,3.849788041758937,701795.455,Guanajuato
685,MEX-2022-06-06,589,638,Authority,Anel Roa Vargas,Female,MORENA,,,,,"Esposa de Armando Navarrete, alcalde Nicolás Romero",,,Familiar,,,Municipal,Executive,Assault,Sujeto(s) armado(s),Sujetos armados dispararon contra la camioneta en la que circulaba,2022-06-06,Mexico,Nicolás Romero,15,60,15,16992418,8741123,8251295,8544416,5672574,4799091,9822.752444987775,10.071827628361858,825.7169926650366,3.6701894865525673,,
686,VER-2022-06-07,591,640,Authority,Esteban Hernández Figueroa,Male,MORENA,,,,,Policía municipal,,,Funcionario(a),,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armado(s),Sujetos armados le dispararon cuando estaba en su casa,2022-06-07,Veracruz_de_Ignacio_de_la_Llave,Ixtaczoquitlán,30,85,30,8062579,4190805,3871774,3851221,2228480,2081892,2445.4415210688594,8.628476875642344,619.370811921891,3.32551901336074,,
687,CHP-2022-06-08,590,639,Authority,Rubén de Jesús Valdez Díaz,Male,PVEM,,,,,Alcalde de Teopisca,,,Alcalde(sa),,,Municipal,Executive,Murder,Sujeto(s) armado(s),"Sujetos armados le dispararon en la abeza cuando estaba en su autómovil, afuera de su domicilio",2022-06-08,Chiapas,Teopisca,7,94,7,5543828,2837881,2705947,2501341,1814782,1355791,1050.0,7.681076703191996,807.2439256788947,4.093720819437827,261684.516,Chiapas
688,VER-2022-06-08,593,643,Authority,Antonio Gerónimo,Male,MC,,,,,Policía municipal de Filomeno Mata,,,Funcionario(a),,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Assault,Sujeto(s) armado(s),Sujetos armados dispararon en la madrugada contra su casa,2022-06-08,Veracruz_de_Ignacio_de_la_Llave,Filomeno Mata,30,67,30,8062579,4190805,3871774,3851221,2228480,2081892,2445.4415210688594,8.628476875642344,619.370811921891,3.32551901336074,,
689,GTO-2022-06-09,592,641,Authority,Juan Carlos Cruz Segura,Male,PAN,,,,,Policía municipal de Irapuato,,,Funcionario(a),,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armado(s),"Sujetos armados los interceptaron mientras viajaban en un auto, luego de que su turno terminó",2022-06-09,Guanajuato,Irapuato,11,17,11,6166934,3170480,2996454,2997139,1275190,1678577,1591.6577032584626,8.676868079721608,630.3865865232522,3.849788041758937,701795.455,Guanajuato
690,GTO-2022-06-09,592,642,Authority,Ivón X,Female,PAN,,,,,Policía municipal de Irapuato,,,Funcionario(a),,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Armed Attack,Sujeto(s) armado(s),"Sujetos armados los interceptaron mientras viajaban en un auto, luego de que su turno terminó",2022-06-09,Guanajuato,Irapuato,11,17,11,6166934,3170480,2996454,2997139,1275190,1678577,1591.6577032584626,8.676868079721608,630.3865865232522,3.849788041758937,701795.455,Guanajuato
691,MEX-2022-06-10,594,644,Authority,Alfredo Valle Martínez,Male,PAN,,,,,Director de Desarrollo Económico y Agropecuario de Teoloyuca,,,Funcionario(a),,,Municipal,Executive,Murder,No identificado,,2022-06-10,Mexico,Teoloyucan,15,91,15,16992418,8741123,8251295,8544416,5672574,4799091,9822.752444987775,10.071827628361858,825.7169926650366,3.6701894865525673,,
692,SIN-2022-06-10,598,647,Party,Ángel Guadalupe Duran Benítez,Male,PRD,,,,,Secretario técnico del PRD en Sinaloa,,,Militante,,,State,Elections and Campaigns,Armed Attack,Sujeto(s) armado(s),Un hombre se le acercó y le disparó en la cabeza,2022-06-10,Sinaloa,Navolato,25,18,25,3026943,1532110,1494793,1475672,575096,814574,1985.9081009296149,9.558257636122176,282.0788844621514,3.4297450199203188,398152.897,Sinaloa
693,ROO-2022-06-11,595,645,Authority,Víctor Manuel O,Male,MORENA,,,,,Escolta de Mara Lezama y policía municipal,,,Funcionario(a),,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armado(s),Sujetos armados le dispararon cuando conducía,2022-06-11,Quintana_Roo,Benito Juárez,23,5,23,1857985,921206,936779,1006817,468580,482478,549.3314065510598,10.038391136801541,685.6666666666666,3.227986512524085,,
694,ZAC-2022-06-11,596,547,Facility,Comandancia de policía,Does not apply,PRI,,,,,Comandancia de policía de Tepetongo,,,No aplica,,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Armed Attack,Sujeto(s) armado(s),Sujetos armados dispararon en múltiples ocasiones contra la fachada de la comandancia,2022-06-11,Zacatecas,Tepetongo,32,46,32,1622138,831080,791058,701031,326238,406398,993.5205402363534,8.385649971862689,342.0528981429375,3.5667248171074846,151882.034,Zacatecas
695,GRO-2022-06-11,597,646,Facility,Palacio Municipal,Does not apply,PES,,,,,Palacio Municipal de Atenango del Río,,,No aplica,,,Municipal,Executive,Armed Attack,Sujeto(s) armado(s),Sujetos armados atacaron a balazos el palacio municipal,2022-06-11,Guerrero,Atenango del Río,12,8,12,3540685,1840073,1700612,1635187,891961,870839,1415.5813780260708,7.39683426443203,490.22830540037245,3.786890130353817,240749.756,Guerrero
696,OAX-2022-06-11,599,648,Authority,Salvador González Osorio,Male,PRI,,,,,Director de obras públicas municipal,,,Funcionario(a),,,Municipal,Executive,Murder,Sujeto(s) armado(s),Sujetos armados lo emboscaron y dispararon en múltiples ocasiones,2022-06-11,Oaxaca,Cosolapa,20,21,20,4132148,2157305,1974843,1825593,1215990,1054399,1247.6970552642194,7.563336022589754,633.5691811214199,3.587277127874143,252892.486,Oaxaca
697,JAL-2022-06-12,600,649,Authority,José Antonio Languren Martínez,Male,MC,,,,,Comisario de Tizapán el Alto,,,Funcionario(a),,,Municipal,Executive,Murder,Sujeto(s) armado(s),Sujetos armados lo embocaron y dispararon,2022-06-12,Jalisco,Tizapán el alto,14,96,14,8348151,4249689,4098448,4244047,2452513,2420768,1825.6772765015223,9.625217270965956,819.3075006919457,3.523448657625242,1216735.696,Jalisco
