Number,ID.1,event_id,victim_id,victim_type,victim_name,victim_gender,party1,party2,party3,party4,coallition,1stpoliticaloffice,2ndpoliticaloffice,3rdpoliticaloffice,general_category_1,general_category_2,general_category_3,level_of_government,government_area,event_type,aggressor,remarks_on_the_crime,date,state,municipal,INEGIcode,MunINEGIcode,Entity,Totalpopulation,Female_population,Male_population,economically_active_population,No_health_services_pop,12_year_old_single_population,ID.1,avg_scholarity,home_count,average_number_in_home,GDP,Concepto
946,AGS-2022-10-31,803,883,Authority,Arturo Ramírez Lozano,Male,MORENA,,,,,Subdelegado de la FGR en Aguascalientes,,,Funcionario(a),,,Federal,Judicial,Threat,CJNG,"Una manta en que la se amenaza a les funcionaries de la FGR por realizar cobro de cuotas y se les ""pide"" al delegado y al subdelegado controlar a su gente",2022-10-31,Aguascalientes,Aguascalientes,1,1,1,1425607,728924,696683,706930,262088,402370,314.91961414790995,10.158778135048232,745.9356913183279,3.6581350482315114,222451.271,Aguascalientes
947,SON-2022-10-31,804,884,Authority,No disponible,Male,MORENA,,,,,Hijo de la diputada federal Sandr Luuz Navarro Conckle,,,Familiar,,,Federal,Legislative,Assault,Sujeto(s) armados,Sujetos armados dispararon contra la camioneta,2022-10-31,Sonora,Guaymas,26,29,26,2944840,1472643,1472197,1448628,547727,825042,807.083115183246,10.127375654450262,706.2198952879581,3.2465706806282726,580732.615,Sonora
948,BCN-2022-10-31,805,885,Facility,Comandancia de la policía municipal,Does not apply,MORENA,,,,,Comandancia de la policía municipal,,,No aplica,,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Armed Attack,Sujeto(s) armados,Sujetos armados dispararon contras las instalaciones en la madrugada,2022-10-31,Baja_California,Mexicali,2,2,2,3769020,1868424,1900583,2010892,836310,1085230,1047.1785714285713,10.178268849206349,657.7127976190476,3.2020982142857144,,
949,HGO-2022-10-31,806,886,Facility,Delegación de la comunidad indígena de Xochitlán,Does not apply,No disponible,,,,,Delegación de la comunidad indígena de Xochitlán,,,No aplica,,,Municipal,Executive,Assault,Sujeto(s) armados,Sujetos armados dispararon contra las instalaciones,2022-10-31,Hidalgo,Progreso de Obregón,13,50,13,3082841,1601462,1481379,1502364,928550,805091,908.9313280363224,8.592979568671964,679.9188422247446,3.593098751418842,272452.995,Hidalgo
950,SON-2022-11-01,807,887,Authority,Sergio Germán,Male,MORENA,,,,,Asistente del Área Jurídica del Cemtro de Readaptación Social de Guaymas,,,Funcionario(a),,,State,Judicial,Kidnapping,Sujeto(s) armados,Sujetos armados lo interceptaron cuando conducía a su trabajo,2022-11-01,Sonora,Guaymas,26,29,26,2944840,1472643,1472197,1448628,547727,825042,807.083115183246,10.127375654450262,706.2198952879581,3.2465706806282726,580732.615,Sonora
951,SON-2022-11-02,808,887,Authority,Sergio Germán,Male,MORENA,,,,,Asistente del Área Jurídica del Cemtro de Readaptación Social de Guaymas,,,Funcionario(a),,,State,Judicial,Murder,Sujeto(s) armados,,2022-11-02,Sonora,Guaymas,26,29,26,2944840,1472643,1472197,1448628,547727,825042,807.083115183246,10.127375654450262,706.2198952879581,3.2465706806282726,580732.615,Sonora
952,VER-2022-11-04,815,894,Authority,No disponible,Male,PRI,,,,,Policía de tránsito,,,Funcionario(a),,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Armed Attack,Sujeto(s) armados,Sujetos armados le dispararon directamente,2022-11-04,Veracruz_de_Ignacio_de_la_Llave,Altotonga,30,10,30,8062579,4190805,3871774,3851221,2228480,2081892,2445.4415210688594,8.628476875642344,619.370811921891,3.32551901336074,,
953,PUE-2022-11-05,816,895,Authority,No disponible,Male,PVEM,,,,,Policía municipal,,,Funcionario(a),,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armados,Sujetos armados le dispararon cuando realizaba un patrullaje,2022-11-05,Puebla,Tianguismanalco,21,175,21,6583278,3423163,3160115,3198118,1921945,1790595,1354.3837555886737,8.984105812220566,808.8386736214605,3.7685134128166915,595393.262,Puebla
954,MEX-2022-11-07,809,888,Authority,José Misael Piliado,Male,PAN,,,,,"Escolta de la alcaldesa de Cuautiltán Izcalli, Karla Fiesco García",,,Funcionario(a),,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armados,Los agresores utilizaron rifles tipo R-15,2022-11-07,Mexico,Atizapán de Zaragoza,15,13,15,16992418,8741123,8251295,8544416,5672574,4799091,9822.752444987775,10.071827628361858,825.7169926650366,3.6701894865525673,,
955,GTO-2022-11-09,811,890,Authority,No disponible,Not Available,PAN,,,,,Policía municipal,,,Funcionario(a),,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Threat,No identificado,"Afuera de la casa de un policía municipal fue dejada una hielera con una cabeza de cerdo, un arreglo florar y un mensaje con una amenaza",2022-11-09,Guanajuato,Irapuato,11,17,11,6166934,3170480,2996454,2997139,1275190,1678577,1591.6577032584626,8.676868079721608,630.3865865232522,3.849788041758937,701795.455,Guanajuato
956,MIC-2022-11-11,812,891,Party,Luis Cortés Olmedo,Male,PVEM,,,,,Ex-Candidato a edil de Puruándiro,,,Ex-Candidato(a),,,Municipal,Elections and Campaigns,Murder,Sujeto(s) armados,Sujetos armados le dispararon cuando estaba en una peluquería,2022-11-11,Michoacan_de_Ocampo,Morelia,16,53,16,4748846,2442505,2306341,2296059,1784629,1197488,1352.850166481687,8.089049204587496,635.433962264151,3.633529411764706,,
957,TAB-2022-11-11,813,892,Authority,Rutilo V. C.,Male,No disponible,,,,,Militar en retiro del 57 batallón,,,Ex-Funcionario(a),,,Federal,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armados,Dos sujetos armados le dispararon en más de cinco ocasiones,2022-11-11,Tabasco,Cárdenas,27,2,27,2402598,1228927,1173671,1172514,755484,591074,592.5944055944055,9.515856643356642,722.7272727272727,3.543846153846154,448891.865,Tabasco
958,GTO-2022-11-11,827,906,Authority,No disponible,Not Available,PAN,,,,,Policía municipal,,,Funcionario(a),,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armados,Sujetos armados en dos autos dispararon con armas de grueso calibre,2022-11-11,Guanajuato,Celaya,11,7,11,6166934,3170480,2996454,2997139,1275190,1678577,1591.6577032584626,8.676868079721608,630.3865865232522,3.849788041758937,701795.455,Guanajuato
959,GTO-2022-11-11,827,907,Authority,No disponible,Not Available,PAN,,,,,Policía municipal,,,Funcionario(a),,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Armed Attack,Sujeto(s) armados,Sujetos armados en dos autos dispararon con armas de grueso calibre,2022-11-11,Guanajuato,Celaya,11,7,11,6166934,3170480,2996454,2997139,1275190,1678577,1591.6577032584626,8.676868079721608,630.3865865232522,3.849788041758937,701795.455,Guanajuato
960,GTO-2022-11-11,827,908,Authority,No disponible,Not Available,PAN,,,,,Policía municipal,,,Funcionario(a),,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Armed Attack,Sujeto(s) armados,Sujetos armados en dos autos dispararon con armas de grueso calibre,2022-11-11,Guanajuato,Celaya,11,7,11,6166934,3170480,2996454,2997139,1275190,1678577,1591.6577032584626,8.676868079721608,630.3865865232522,3.849788041758937,701795.455,Guanajuato
961,GTO-2022-11-12,810,889,Authority,"Juan José Segoviano Sánchez,",Male,PAN,,,,,Policía municipal,,,Funcionario(a),,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armados,Sujetos armados lo atacaron luego de haber terminado su jornada laboral,2022-11-12,Guanajuato,Irapuato,11,17,11,6166934,3170480,2996454,2997139,1275190,1678577,1591.6577032584626,8.676868079721608,630.3865865232522,3.849788041758937,701795.455,Guanajuato
962,GRO-2022-11-12,814,893,Authority,Luis Salinas Cortés,Male,MORENA,,,,,Comisario de Rincón de la Vía,,,Funcionario(a),,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armados,Sujetos armados le dispararon cuando despachaba en su tienda,2022-11-12,Guerrero,Chilpancingo de los Bravo,12,29,12,3540685,1840073,1700612,1635187,891961,870839,1415.5813780260708,7.39683426443203,490.22830540037245,3.786890130353817,240749.756,Guerrero
963,BCN-2022-11-14,817,896,Authority,José Ramón Galván,Male,MORENA,PT,PVEM,,Sí,Agente ministerial,,,Funcionario(a),,,State,Judicial,Armed Attack,Sujeto(s) armados,Cuatros sujetos armados los atacaron. Dos lo esperaban en un auto y dos lo embistieron por la espalda,2022-11-14,Baja_California,Tijuana,2,4,2,3769020,1868424,1900583,2010892,836310,1085230,1047.1785714285713,10.178268849206349,657.7127976190476,3.2020982142857144,,
964,COL-2022-11-15,820,899,Authority,Arturo Rodríguez de la Rosa,Male,PRI,,,,,Policía municipal,Ex-director de la policía estatal,,Funcionario(a),Ex-Funcionario(a),,Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armados,Sujetos armados le dispararon mientras circulaba en su auto,2022-11-15,Colima,Villa de Álvarez,6,10,6,731391,370769,360622,386642,123074,201601,187.67027027027027,9.67072972972973,781.0216216216216,3.1776216216216215,109098.972,Colima
965,SLP-2022-11-16,818,897,Authority,No disponible,Male,PVEM,,,,,Policía de Investigación,,,Funcionario(a),,,State,Judicial,Armed Attack,Sujeto(s) armados,Sujetos armados lo atacaron cuando el policía llegaba a su domicilio,2022-11-16,San_Luis_Potosi,Soledad de Graciano Sánchez,24,35,24,2822255,1449804,1372451,1361868,490284,771609,924.1924149470161,8.61915225878416,537.85052983826,3.6098605688789736,,
966,ZAC-2022-11-16,819,898,Authority,Ramiro Trejo Quirino,Male,MORENA,,,,,Jefe del departamento de Tesorería del IMSS,,,Funcionario(a),,,State,Economy and Finance,Murder,Sujeto(s) armados,Sujetos armados en una motocicleta lo atacaron mientras circulaba en su auto,2022-11-16,Zacatecas,Jerez,32,20,32,1622138,831080,791058,701031,326238,406398,993.5205402363534,8.385649971862689,342.0528981429375,3.5667248171074846,151882.034,Zacatecas
967,SON-2022-11-18,821,900,Authority,Policías municipales,Not Available,MORENA,,,,,Policías municipales,,,Funcionario(a),,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Threat,La Chapiza,A un costado de una primaria fue encontrada una cartulina con una amenaza dirigida a policías municipales y agentes del ejército,2022-11-18,Sonora,Caborca,26,17,26,2944840,1472643,1472197,1448628,547727,825042,807.083115183246,10.127375654450262,706.2198952879581,3.2465706806282726,580732.615,Sonora
968,SON-2022-11-18,821,901,Authority,Militares,Not Available,MORENA,,,,,Militares,,,Funcionario(a),,,Federal,Seguridad (e.g. policías; fuerzas del orden),Threat,La Chapiza,A un costado de una primaria fue encontrada una cartulina con una amenaza dirigida a policías municipales y agentes del ejército,2022-11-18,Sonora,Caborca,26,17,26,2944840,1472643,1472197,1448628,547727,825042,807.083115183246,10.127375654450262,706.2198952879581,3.2465706806282726,580732.615,Sonora
969,ZAC-2022-11-19,823,903,Authority,David Cisneros,Male,MORENA,,,,,Policía estatal preventivo,,,Funcionario(a),,,State,Seguridad (e.g. policías; fuerzas del orden),Murder,No identificado,,2022-11-19,Zacatecas,Pánuco,32,37,32,1622138,831080,791058,701031,326238,406398,993.5205402363534,8.385649971862689,342.0528981429375,3.5667248171074846,151882.034,Zacatecas
970,SON-2022-11-19,824,904,Authority,José Ramón Cañez León,Male,MORENA,,,,,Jefe de escoltas del alcalde David Mier,,,Funcionario(a),,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Kidnapping,Comando armado,,2022-11-19,Sonora,Caborca,26,17,26,2944840,1472643,1472197,1448628,547727,825042,807.083115183246,10.127375654450262,706.2198952879581,3.2465706806282726,580732.615,Sonora
971,SON-2022-11-19,825,904,Authority,José Ramón Cañez León,Male,MORENA,,,,,Jefe de escoltas del alcalde David Mier,,,Funcionario(a),,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,Comando armado,,2022-11-19,Sonora,Caborca,26,17,26,2944840,1472643,1472197,1448628,547727,825042,807.083115183246,10.127375654450262,706.2198952879581,3.2465706806282726,580732.615,Sonora
972,GTO-2022-11-20,822,902,Facility,Comandancia de la policía municipal,Does not apply,PAN,,,,,Comandancia de la policía municipal,,,No aplica,,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Armed Attack,Sujeto(s) armados,Sujetos armados en una camioneta blanca atacaron la comandancia de la policía,2022-11-20,Guanajuato,Celaya,11,7,11,6166934,3170480,2996454,2997139,1275190,1678577,1591.6577032584626,8.676868079721608,630.3865865232522,3.849788041758937,701795.455,Guanajuato
973,ROO-2022-11-20,826,905,Authority,Arturo Acevedo Castillo,Male,MORENA,,,,,Coordinador del CONALEP en la zona norte de Quintana Roo,,,Funcionario(a),,,State,,Murder,Sujeto(s) armados,Sujetos armados le dispararon en al menos dos ocasiones al funcionario cuando este circulaba en su auto,2022-11-20,Quintana_Roo,Solidaridad,23,8,23,1857985,921206,936779,1006817,468580,482478,549.3314065510598,10.038391136801541,685.6666666666666,3.227986512524085,,
974,PUE-2022-11-21,832,916,Authority,Maurilio Herrera,Male,Pacto Social de Integración,,,,,Comandante de la policía municipal,,,Funcionario(a),,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,,,2022-11-21,Puebla,Tulcingo,21,191,21,6583278,3423163,3160115,3198118,1921945,1790595,1354.3837555886737,8.984105812220566,808.8386736214605,3.7685134128166915,595393.262,Puebla
975,GTO-2022-11-22,828,909,Authority,No disponible,Male,PRI,,,,,Familiar de una comandante de policía de la Dirección de Seguridad Pública de Terimoro,,,Familiar,,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armados,Sujetos armados ingresaron al domicilio del policía y dispararon contra las personas,2022-11-22,Guanajuato,Tarimoro,11,39,11,6166934,3170480,2996454,2997139,1275190,1678577,1591.6577032584626,8.676868079721608,630.3865865232522,3.849788041758937,701795.455,Guanajuato
976,GTO-2022-11-22,828,910,Authority,No disponible,Male,PRI,,,,,Familiar de una comandante de policía de la Dirección de Seguridad Pública de Terimoro,,,Familiar,,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armados,Sujetos armados ingresaron al domicilio del policía y dispararon contra las personas,2022-11-22,Guanajuato,Tarimoro,11,39,11,6166934,3170480,2996454,2997139,1275190,1678577,1591.6577032584626,8.676868079721608,630.3865865232522,3.849788041758937,701795.455,Guanajuato
977,GTO-2022-11-22,828,911,Authority,No disponible,Female,PRI,,,,,Familiar de una comandante de policía de la Dirección de Seguridad Pública de Terimoro,,,Familiar,,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armados,Sujetos armados ingresaron al domicilio del policía y dispararon contra las personas,2022-11-22,Guanajuato,Tarimoro,11,39,11,6166934,3170480,2996454,2997139,1275190,1678577,1591.6577032584626,8.676868079721608,630.3865865232522,3.849788041758937,701795.455,Guanajuato
978,GTO-2022-11-22,828,912,Authority,No disponible,Female,PRI,,,,,Familiar de una comandante de policía de la Dirección de Seguridad Pública de Terimoro,,,Familiar,,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armados,Sujetos armados ingresaron al domicilio del policía y dispararon contra las personas,2022-11-22,Guanajuato,Tarimoro,11,39,11,6166934,3170480,2996454,2997139,1275190,1678577,1591.6577032584626,8.676868079721608,630.3865865232522,3.849788041758937,701795.455,Guanajuato
979,PUE-2022-11-23,829,913,Authority,Karla Ivette Venancio Orea,Female,MORENA,,,,,Ex-Delegada de Gobernación de Tepeaca,,,Ex-Funcionario(a),,,Municipal,Executive,Armed Attack,Sujeto(s) armados,Sujetos armados le dispararon a la funcionaria cuando conducía su auto,2022-11-23,Puebla,Tepeaca,21,164,21,6583278,3423163,3160115,3198118,1921945,1790595,1354.3837555886737,8.984105812220566,808.8386736214605,3.7685134128166915,595393.262,Puebla
980,OAX-2022-11-24,830,914,Authority,Crispín Hernández Vásquez,Male,No disponible,,,,,Alcalde electo,,,Alcalde(sa),,,Municipal,Executive,Murder,No identificado,,2022-11-24,Oaxaca,San Pedro Mixtepec,20,318,20,4132148,2157305,1974843,1825593,1215990,1054399,1247.6970552642194,7.563336022589754,633.5691811214199,3.587277127874143,252892.486,Oaxaca
981,ZAC-2022-11-24,831,915,Authority,No disponible,Male,PVEM,,,,,Policía municipal,,,Funcionario(a),,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armados,Sujetos armados arribaron al domicilio del policía y le dispararon,2022-11-24,Zacatecas,Zacatecas,32,56,32,1622138,831080,791058,701031,326238,406398,993.5205402363534,8.385649971862689,342.0528981429375,3.5667248171074846,151882.034,Zacatecas
982,GTO-2022-11-25,834,918,Authority,No disponible,Female,PAN,,,,,Policía municipal,,,Funcionario(a),,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Armed Attack,Sujeto(s) armados,Sujetos armados en motocicleta y un auto verde dispararon contra la policía cuando estaba en su domicilio,2022-11-25,Guanajuato,León,11,20,11,6166934,3170480,2996454,2997139,1275190,1678577,1591.6577032584626,8.676868079721608,630.3865865232522,3.849788041758937,701795.455,Guanajuato
983,QRO-2022-11-26,837,921,Authority,Gobierno,Not Available,PAN,,,,,Gobierno,,,Funcionario(a),,,Municipal,,Threat,No identificado,"En dos mantas con mensajes se amenazaba a ""traicioneros, gobierno y lacras""",2022-11-26,Queretaro,Pedro Escobedo,22,12,22,2368467,1211647,1156820,1233080,486467,691682,475.4489337822671,10.072177328843996,927.4444444444445,3.61679012345679,,
984,VER-2022-11-28,833,917,Authority,Enrique Argüelles Montero,Male,MORENA,,,,,Regidor primero de Texistepec,,,Regidor(a),,,Municipal,Executive,Murder,Sujeto(s) armados,Sujetos armados le dispararon en múltiples ocasiones,2022-11-28,Veracruz_de_Ignacio_de_la_Llave,Acayucan,30,3,30,8062579,4190805,3871774,3851221,2228480,2081892,2445.4415210688594,8.628476875642344,619.370811921891,3.32551901336074,,
985,CHH-2022-11-28,835,919,Authority,Agentes de la policía municipal,Not Available,PAN,,,,,Policía municipal,,,Funcionario(a),,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Threat,No identificado,En un puente fue encontrada una manta con un mensaje en el que se amenazaba a varios policías municipales,2022-11-28,Chihuahua,Chihuahua,8,19,8,3741869,1888047,1853822,1863623,574108,1019091,2064.8682316118934,9.426801251956181,438.73708920187795,3.156682316118936,572880.305,Chihuahua
986,QRO-2022-11-28,836,920,Facility,Módulo de la policía municipal,Does not apply,PAN,,,,,Policía municipal,,,No aplica,,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Assault,Sujeto(s) armados,Hombres armados atacaron a balazos y lanazaron un artefacto explosivo contra un módulo de la policía municipal,2022-11-28,Queretaro,Querétaro,22,14,22,2368467,1211647,1156820,1233080,486467,691682,475.4489337822671,10.072177328843996,927.4444444444445,3.61679012345679,,
987,NLE-2022-11-29,838,922,Authority,No disponible,Male,MC,,,,,Policía de la Agencia Estatal de Investigación,,,Funcionario(a),,,State,Judicial,Armed Attack,Sujeto(s) armados,Sujetos armados atacaron al agente cuando estaba en un negocio de autopartes,2022-11-29,Nuevo_Leon,Monterrey,19,39,19,5784442,2893492,2890950,2862003,1072664,1542048,1409.5,10.392601135557133,723.0997161107168,3.411085876508162,,
988,GTO-2022-12-01,839,923,Authority,Graciela Pérez Negrete,Female,PAN,,,,,Ex-alcaldesa de San Diego de la Unión,,,Ex-Alcalde(sa),,,Municipal,Executive,Kidnapping,Sujeto(s) armados,Sujetos armados la secuentraron cuando se encontraba en su negocio,2022-12-01,Guanajuato,San Diego de la Unión,11,29,11,6166934,3170480,2996454,2997139,1275190,1678577,1591.6577032584626,8.676868079721608,630.3865865232522,3.849788041758937,701795.455,Guanajuato
989,SLP-2022-12-02,844,928,Facility,Comandancia municipal de Villa de Ramos,Does not apply,PRI,,,,,Comandancia municipal de Villa de Ramos,,,No aplica,,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Assault,Sujeto(s) armados,,2022-12-02,San_Luis_Potosi,Villa de Ramos,24,49,24,2822255,1449804,1372451,1361868,490284,771609,924.1924149470161,8.61915225878416,537.85052983826,3.6098605688789736,,
990,GRO-2022-12-02,854,940,Authority,David Borja Padilla,Male,MORENA,,,,,Secretrio de Seguridad de Coyuca,,,Funcionario(a),,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Armed Attack,Sujeto(s) armados,Sujetos armados atacaron al funcionario cuando transitaba en la carretera Acapulco-Zihuatanejo,2022-12-02,Guerrero,Coyuca de Benítez,12,21,12,3540685,1840073,1700612,1635187,891961,870839,1415.5813780260708,7.39683426443203,490.22830540037245,3.786890130353817,240749.756,Guerrero
991,ZAC-2022-12-02,874,963,Authority,No disponible,Male,PRD,,,,,Policía municipal,,,Funcionario(a),,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armados,Sujetos armados atacaron a los policías cuando se dirigían a la cabecera municipal,2022-12-02,Zacatecas,Valparaíso,32,49,32,1622138,831080,791058,701031,326238,406398,993.5205402363534,8.385649971862689,342.0528981429375,3.5667248171074846,151882.034,Zacatecas
992,ZAC-2022-12-02,874,964,Authority,No disponible,Female,PRD,,,,,Policía municipal,,,Funcionario(a),,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armados,Sujetos armados atacaron a los policías cuando se dirigían a la cabecera municipal,2022-12-02,Zacatecas,Valparaíso,32,49,32,1622138,831080,791058,701031,326238,406398,993.5205402363534,8.385649971862689,342.0528981429375,3.5667248171074846,151882.034,Zacatecas
993,ZAC-2022-12-02,874,965,Authority,Martín González Chaires,Male,PRD,,,,,Policía municipal,,,Funcionario(a),,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armados,Sujetos armados atacaron a los policías cuando se dirigían a la cabecera municipal,2022-12-02,Zacatecas,Valparaíso,32,49,32,1622138,831080,791058,701031,326238,406398,993.5205402363534,8.385649971862689,342.0528981429375,3.5667248171074846,151882.034,Zacatecas
994,ZAC-2022-12-03,840,924,Authority,Roberto Elías Martínez,Male,MORENA,,,,,Juez de control,,,Funcionario(a),,,State,Judicial,Armed Attack,Sujeto(s) armados,Sujetos armados le dispararon cuando salía de su domicilio,2022-12-03,Zacatecas,Guadalupe,32,17,32,1622138,831080,791058,701031,326238,406398,993.5205402363534,8.385649971862689,342.0528981429375,3.5667248171074846,151882.034,Zacatecas
995,GRO-2022-12-03,845,929,Authority,Claudio Pacheco de la Cruz,Male,PRD,,,,,Tegidor de Atlixtac,,,Regidor(a),,,Municipal,Executive,Murder,Sujeto(s) armados,Sujetos armados le dispararon cuando salía de su casa,2022-12-03,Guerrero,Atlixtac,12,10,12,3540685,1840073,1700612,1635187,891961,870839,1415.5813780260708,7.39683426443203,490.22830540037245,3.786890130353817,240749.756,Guerrero
996,MOR-2022-12-03,856,942,Authority,Juan Francisco Avilés,Male,PAN,,,,,Policía municipal,,,Funcionario(a),,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armados,Sujetos armados le dispararon cuando circulaba en su moto,2022-12-03,Morelos,Emiliano Zapata,17,8,17,1971520,1020673,950847,1017989,552170,529970,1366.4080962800874,9.947713347921225,896.6094091903719,3.4303501094091904,201049.316,Morelos
997,ZAC-2022-12-04,841,924,Authority,Roberto Elías Martínez,Male,MORENA,,,,,Juez de control,,,Funcionario(a),,,State,Judicial,Murder,Sujeto(s) armados,,2022-12-04,Zacatecas,Guadalupe,32,17,32,1622138,831080,791058,701031,326238,406398,993.5205402363534,8.385649971862689,342.0528981429375,3.5667248171074846,151882.034,Zacatecas
998,MEX-2022-12-04,848,932,Party,Edgar N,Male,PAN,,,,,Ex-candidato a alcalde,,,Ex-Candidato(a),,,Municipal,Elections and Campaigns,Murder,Sujeto(s) armados,Un sujeto armado le disparó en la cabeza cuando comía,2022-12-04,Mexico,Tepotzotlán,15,95,15,16992418,8741123,8251295,8544416,5672574,4799091,9822.752444987775,10.071827628361858,825.7169926650366,3.6701894865525673,,
999,OAX-2022-12-04,855,941,Authority,Alberto Mijangos Villagómez,Male,MORENA,,,,,Policía municipal,,,Funcionario(a),,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armados,Sujetos armados le dispararon cuando llegaba a su domicilio,2022-12-04,Oaxaca,Santa María Petapa,20,427,20,4132148,2157305,1974843,1825593,1215990,1054399,1247.6970552642194,7.563336022589754,633.5691811214199,3.587277127874143,252892.486,Oaxaca
1000,MIC-2022-12-05,847,931,Authority,José Luis García Pompa,Male,PRI,,,,,Director de Seguridad Pública de Ocampo,,,Funcionario(a),,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Kidnapping,CJNG,Sujetos armados ingresaron al domicilio del director y lo privaron de la libertad,2022-12-05,Michoacan_de_Ocampo,Ocampo,16,61,16,4748846,2442505,2306341,2296059,1784629,1197488,1352.850166481687,8.089049204587496,635.433962264151,3.633529411764706,,
1001,MOR-2022-12-06,842,925,Authority,No disponible,Not Available,MORELOS PROGRESA,,,,,Policía municipal,,,Funcionario(a),,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Kidnapping,Sujeto(s) armados,"Un grupo delictivo, luego de un ataque armado, privó de la libertad a dos policías",2022-12-06,Morelos,Amacuzac,17,1,17,1971520,1020673,950847,1017989,552170,529970,1366.4080962800874,9.947713347921225,896.6094091903719,3.4303501094091904,201049.316,Morelos
1002,MOR-2022-12-06,842,926,Authority,No disponible,Not Available,MORELOS PROGRESA,,,,,Policía municipal,,,Funcionario(a),,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Kidnapping,Sujeto(s) armados,"Un grupo delictivo, luego de un ataque armado, privó de la libertad a dos policías",2022-12-06,Morelos,Amacuzac,17,1,17,1971520,1020673,950847,1017989,552170,529970,1366.4080962800874,9.947713347921225,896.6094091903719,3.4303501094091904,201049.316,Morelos
1003,VER-2022-12-06,846,930,Authority,Miguel Tinoco Garfcía,Male,MORENA,,,,,Síndico del ayuntamiento,,,Síndico(a),,,Municipal,Executive,Murder,Sujeto(s) armados,En el lugar en el que fue encontrado el cuerpo había un mensaje que supuestamente fue firmado por un delincuente de la región,2022-12-06,Veracruz_de_Ignacio_de_la_Llave,Omealca,30,117,30,8062579,4190805,3871774,3851221,2228480,2081892,2445.4415210688594,8.628476875642344,619.370811921891,3.32551901336074,,
1004,ZAC-2022-12-06,871,959,Authority,No disponible,Not Available,MORENA,,,,,Policía municipal,,,Funcionario(a),,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armados,,2022-12-06,Zacatecas,Guadalupe,32,17,32,1622138,831080,791058,701031,326238,406398,993.5205402363534,8.385649971862689,342.0528981429375,3.5667248171074846,151882.034,Zacatecas
1005,ZAC-2022-12-08,849,933,Authority,Arturo Luna Rojas,Male,MORENA,,,,,Director del rastro municipal,,,Funcionario(a),,,Municipal,Executive,Murder,Sujeto(s) armados,Sujetos armados dispararon al funcionario cuando se trsladaba de su casa al trabajo,2022-12-08,Zacatecas,Fresnillo,32,10,32,1622138,831080,791058,701031,326238,406398,993.5205402363534,8.385649971862689,342.0528981429375,3.5667248171074846,151882.034,Zacatecas
1006,GRO-2022-12-09,850,934,Authority,Diana Carolina Costilla Villanueva,Female,PRI,,,,,Alcaldesa de Juan R. Escudero,,,Alcalde(sa),,,Municipal,Executive,Armed Attack,Sujeto(s) armados,Sujetos amrados emboscaron a la alcaldesa cuando viajaba en carretera,2022-12-09,Guerrero,Juan R. Escudero,12,39,12,3540685,1840073,1700612,1635187,891961,870839,1415.5813780260708,7.39683426443203,490.22830540037245,3.786890130353817,240749.756,Guerrero
