"","id","id_evento","id_victima","tipo_vic","nom_vic","genero_vic","partido1","partido2","partido3","partido4","coalicion","puesto1","puesto2","puesto3","cat_puesto1","cat_puesto2","cat_puesto3","nivel_gob","area_gob","tipo_evento","agresor","Obs_agresor","fecha","estado","municipio","cve_edoINEGI","cve_munINEGI"
"1008","GRO-2022-12-09",850,936,"Autoridad","No disponible","No disponible","PRI","","","","","Escolta de la alcaldesa de Juan R. Escudero","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Ataque armado","Sujeto(s) armados","Sujetos amrados emboscaron a la alcaldesa cuando viajaba en carretera","2022-12-09","Guerrero","Juan R. Escudero","12","039"
"1009","JAL-2022-12-10",858,944,"Autoridad","José Isidro Grimaldo Muñoz","Hombre","MORENA","","","","","Coronel de caballería de la 15 zona militar","","","Funcionario(a)","","","Federal","Seguridad (e.g. policías; fuerzas del orden)","Secuestro","CJNG","","2022-12-10","Jalisco","Tapalpa","14","086"
"1010","GRO-2022-12-11",853,939,"Partido","José Francisco Fuentes Torres","Hombre","MORENA","","","","","Consejero estatal de Morena","","","Militante","","","Estatal","Elecciones y campañas (e.g. candidatos; asesores y voluntarios de campaña)","Asesinato","Sujeto(s) armados","Sujetos armados le dispararon en más de una ocasión","2022-12-11","Guerrero","Coyuca de Benítez","12","021"
"1011","NLE-2022-12-11",866,953,"Autoridad","Francisco Javier Estañol García","Hombre","PAN","","","","","Policía municipal, escolta del director de la policía","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Asesinato","No identificado","","2022-12-11","Nuevo_Leon","Pesquería","19","041"
"1012","CHP-2022-12-13",843,927,"Autoridad","Eliezer N","Hombre","PRI","","","","","Ex-Secretario de obras Públicas","Esposo de la Ex-Alcaldesa","","Ex-Funcionario(a)","Familiar","","Municipal","Ejecutivo (e.g. alcaldes y gobernadores junto con gabinetes)","Secuestro","Sujeto(s) armados","Al menos seis sujetos armados lo interceptaron cuando conducía su vehículo","2022-12-13","Chiapas","Ostuacán","07","062"
"1013","MOR-2022-12-13",851,937,"Autoridad","Abraham Blanco","Hombre","PAN","","","","","Ayudante del ayuntamiento","Activista","","Funcionario(a)","","","Municipal","Ejecutivo (e.g. alcaldes y gobernadores junto con gabinetes)","Asesinato","Sujeto(s) armados","Sujetos armados le dispararon cuando se encontraba en la cancha de usos múltiples","2022-12-13","Morelos","Cuernavaca","17","007"
"1014","MOR-2022-12-13",852,938,"Autoridad","Rossy Ramírez","Mujer","MORENA","","","","","Auxiliar administrativa","","","Funcionario(a)","","","Municipal","Ejecutivo (e.g. alcaldes y gobernadores junto con gabinetes)","Asesinato","","","2022-12-13","Morelos","Temixco","17","018"
"1015","ROO-2022-12-14",861,947,"Autoridad","Manuel Cohuo Tah","Hombre","No disponible","","","","","Ex-Juez calificador","","","Ex-Funcionario(a)","","","Municipal","Judicial","Asesinato","Sujeto(s) armados","Sujetos armados en una camioneta blanca le dispararon en al menos cinco ocasiones","2022-12-14","Quintana_Roo","Cozumel","23","001"
"1016","VER-2022-12-14",862,948,"Autoridad","José Tezoco de la Cruz","Hombre","PVEM","","","","","Policía municipal","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Asesinato","","","2022-12-14","Veracruz_de_Ignacio_de_la_Llave","Tezonapa","30","173"
"1017","GTO-2022-12-14",863,949,"Autoridad","Erick Abel Canto Crivell","Hombre","PRI","","","","","Controlar de Abasolo","","","Funcionario(a)","","","Municipal","Economía y finanzas (e.g. tesorerías; catastros)","Asesinato","Sujeto(s) armados","Sujetos armados en motocicleta les dispararon en varias ocasiones","2022-12-14","Guanajuato","Abasolo","11","001"
"1018","GTO-2022-12-14",863,950,"Autoridad","José Sandoval","Hombre","PRI","","","","","Funcionario del ayuntamiento","","","Funcionario(a)","","","Municipal","Economía y finanzas (e.g. tesorerías; catastros)","Asesinato","Sujeto(s) armados","Sujetos armados en motocicleta les dispararon en varias ocasiones","2022-12-14","Guanajuato","Abasolo","11","001"
"1019","MEX-2022-12-15",864,951,"Autoridad","Bernardo Corona","Hombre","PRI","","","","","Director de protección civil del municipio","","","Funcionario(a)","","","Municipal","Ejecutivo (e.g. alcaldes y gobernadores junto con gabinetes)","Asesinato","Sujeto(s) armados","Sujetos armados en autos le dispararon en varias ocasiones","2022-12-15","Mexico","La Paz","15","070"
"1020","GTO-2022-12-16",859,945,"Autoridad","Jose Rubén Vargas Grado","Hombre","PAN","","","","","Delegado de la comunidad de Jocoqui","","","Funcionario(a)","","","Municipal","Ejecutivo (e.g. alcaldes y gobernadores junto con gabinetes)","Asesinato","Sujeto(s) armados","Sujetos armados le dispararon cuando se encontraba limpiando un salón de fiestas","2022-12-16","Guanajuato","Apaseo el Grande","11","005"
"1021","VER-2022-12-16",860,946,"Autoridad","Saúl Reyes Rodríguez","Hombre","PRD","","","","","Ex-Alcalde de Texistepec","","","Ex-Alcalde(sa)","","","Municipal","Ejecutivo (e.g. alcaldes y gobernadores junto con gabinetes)","Asesinato","Sujeto(s) armados","Sujetos armados en motocicleta le dispararon cuando estaba en un velorio","2022-12-16","Veracruz_de_Ignacio_de_la_Llave","Texistepec","30","172"
"1022","MOR-2022-12-19",857,943,"Autoridad","César Martínez Álvarez","Hombre","No disponible","","","","","Ex-Director de cultura municipal","","","Ex-Funcionario(a)","","","Municipal","Ejecutivo (e.g. alcaldes y gobernadores junto con gabinetes)","Asesinato","Sujeto(s) armados","","2022-12-19","Morelos","Tepalcingo","17","019"
"1023","CHP-2022-12-23",865,952,"Autoridad","Daniel Vázquez Rodríguez","Hombre","No disponible","","","","","Ex-policía municipal","","","Ex-Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Asesinato","Sujeto(s) armados","Sujetos armados en una motocicleta le dispararon","2022-12-23","Chiapas","Tonalá","07","097"
"1024","MIC-2022-12-23",867,954,"Autoridad","Jesús Rangel Barajas","Hombre","PT","","","","","Coordinador de la policía municipal","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Ataque armado","Sujeto(s) armados","Sujetos armados le dispararon cuando se encontraba afuera de su domicilio","2022-12-23","Michoacan_de_Ocampo","Apatzingán","16","006"
"1025","MEX-2022-12-23",868,955,"Autoridad","No disponible","Mujer","PRI","","","","","Policía municipal","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Ataque armado","Sujeto(s) armados","Sujetos armados les dispararon en más de cien ocasiones cuando circulaban","2022-12-23","Mexico","Lerma","15","051"
"1026","MEX-2022-12-23",868,956,"Autoridad","No disponible","Mujer","PRI","","","","","Policía municipal","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Ataque armado","Sujeto(s) armados","Sujetos armados les dispararon en más de cien ocasiones cuando circulaban","2022-12-23","Mexico","Lerma","15","051"
"1027","GTO-2022-12-26",869,957,"Autoridad","Érika Aleida","Mujer","PAN","","","","","Policía municipal","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Asesinato","Sujeto(s) armados","Sujetos armados en una motocicleta le dispararon cuando circulaba en su patrulla","2022-12-26","Guanajuato","San Francisco del Rincón","11","031"
"1028","ROO-2022-12-27",872,960,"Autoridad","Iván","Hombre","No disponible","","","","","Ex-policía municipal","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Asesinato","Sujeto(s) armados","Sujetos armados ingresaron a una fiesta y dispararon","2022-12-27","Quintana_Roo","Benito Juárez","23","005"
"1029","ROO-2022-12-27",872,961,"Autoridad","No disponible","Hombre","MORENA","","","","","Policía municipal","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Ataque armado","Sujeto(s) armados","Sujetos armados ingresaron a una fiesta y dispararon","2022-12-27","Quintana_Roo","Benito Juárez","23","005"
"1030","TAB-2022-12-27",873,962,"Autoridad","Adolfo","Hombre","MORENA","","","","","Policía municipal","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Asesinato","No identificado","","2022-12-27","Tabasco","Huimanguillo","27","008"
"1031","GTO-2022-12-28",870,958,"Autoridad","No disponible","Hombre","MC","","","","","Policía municipal","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Asesinato","Sujeto(s) armados","Sujetos armados le dispararon cuando circulaba en su patrulla","2022-12-28","Guanajuato","Pueblo Nuevo","11","024"
"1032","VER-2022-12-30",875,966,"Autoridad","Isauro Ambrosio Tocohua","Hombre","FPM","","","","","Alcalde de Rafael Delgado","","","Alcalde(sa)","","","Municipal","Ejecutivo (e.g. alcaldes y gobernadores junto con gabinetes)","Asesinato","Sujeto(s) armados","Sujetos armados le dispararon mientras asistía a un velorio","2022-12-30","Veracruz_de_Ignacio_de_la_Llave","Rafael Delgado","30","135"
"1033","PUE-2023-01-03",876,967,"Partido","David Reyes de Jesús","Hombre","No disponible","","","","","Ex-candidato a la presidencial auxiliar de La Magdalena Tetela","","","Ex-Candidato(a)","","","Municipal","Elecciones y campañas (e.g. candidatos; asesores y voluntarios de campaña)","Asesinato","Sujeto(s) armados","Dos sujetos armados le dispararon en varias ocasiones","2023-01-03","Puebla","Acajete","21","001"
"1034","ZAC-2023-01-04",883,976,"Autoridad","No disponible","Hombre","No disponible","","","","","Ex-policía penitenciario","","","Ex-Funcionario(a)","","","Estatal","Seguridad (e.g. policías; fuerzas del orden)","Asesinato","Sujeto(s) armados","Sujetos armados le dispararon afuera de su domicilio","2023-01-04","Zacatecas","Guadalupe","32","017"
"1035","OAX-2023-01-04",933,1027,"Autoridad","Juan Antonio B. S.","Hombre","MORENA","","","","","Policía municpal","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Asesinato","Sujeto(s) armados","Cuatro sujetos armados dispararon contra los policías","2023-01-04","Oaxaca","Matías Romero Avendaño","20","057"
"1036","OAX-2023-01-04",933,1028,"Autoridad","Eduardo García Día","Hombre","MORENA","","","","","Policía municpal","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Ataque armado","Sujeto(s) armados","Cuatro sujetos armados dispararon contra los policías","2023-01-04","Oaxaca","Matías Romero Avendaño","20","057"
"1037","SIN-2023-01-05",882,975,"Instalación","Estación de la Guardia Nacional","No aplica","MORENA","","","","","Estación de la Guardia Nacional","","","No aplica","","","Federal","Seguridad (e.g. policías; fuerzas del orden)","Atentado","Sujeto(s) armados","Sujetos armados dispararon contra las instalaciones de la Guardia Nacional","2023-01-05","Sinaloa","Escuinapa","25","009"
"1038","PUE-2023-01-07",884,977,"Autoridad","No disponible","Hombre","PT","","","","","Policía municipal","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Asesinato","Sujeto(s) armados","Sujetos armados le dispararon en divesas ocasiones mientras se encontraba en su auto","2023-01-07","Puebla","Tehuacán","21","156"
"1039","CHP-2023-01-07",885,978,"Autoridad","Jesús Esteban Gómez Noriega","Hombre","No disponible","","","","","Ex-secretaio municipal","","","Ex-Funcionario(a)","","","Municipal","Ejecutivo (e.g. alcaldes y gobernadores junto con gabinetes)","Asesinato","Sujeto(s) armados","Sujetos armados en una motocicleta le dispararon en diversas ocasiones","2023-01-07","Chiapas","Mapastepec","07","051"
"1040","GTO-2023-01-08",887,980,"Autoridad","No disponible","Mujer","PAN","","","","","Policía municipal","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Asesinato","Sujeto(s) armados","Sujetos armados le dispararon luego de terminar su turno","2023-01-08","Guanajuato","Cortazar","11","011"
"1041","COL-2023-01-08",888,981,"Autoridad","No disponible","Hombre","MORENA","","","","","Policía municipal","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Asesinato","Sujeto(s) armados","Sujetos armados ingresaron a la central camionera y le dispararon en la cabeza","2023-01-08","Colima","Tecomán","06","009"
"1042","ZAC-2023-01-09",886,979,"Autoridad","No disponible","Hombre","PT","","","","","Policía penitenciario","","","Funcionario(a)","","","Estatal","Seguridad (e.g. policías; fuerzas del orden)","Asesinato","Sujeto(s) armados","Sujetos armados le dispararon en su día de descanso","2023-01-09","Zacatecas","Trancoso","32","057"
"1043","MOR-2023-01-10",889,982,"Autoridad","Lucio Ruiz","Hombre","No disponible","","","","","Presidente de Bienes Comunales de Santa María Ahuacatitlán","","","Funcionario(a)","","","Municipal","Ejecutivo (e.g. alcaldes y gobernadores junto con gabinetes)","Asesinato","Sujeto(s) armados","Cuatro sujetos armados le dispararon en la entrada de las oficinas de Bienes Comunales","2023-01-10","Morelos","Cuernavaca","17","007"
"1044","MOR-2023-01-10",890,983,"Autoridad","Uriel Mejía Landa","Hombre","PRD","","","","","Regidor","Ex-candidato a alcalde","","Regidor(a)","Ex-Candidato(a)","","Municipal","Ejecutivo (e.g. alcaldes y gobernadores junto con gabinetes)","Secuestro","No identificado","","2023-01-10","Morelos","Puente de Ixtla","17","017"
"1045","MOR-2023-01-10",890,984,"Autoridad","Nicéforo Flores González","Hombre","PRD","","","","","Funcionario municipal","","","Funcionario(a)","","","Municipal","Ejecutivo (e.g. alcaldes y gobernadores junto con gabinetes)","Secuestro","No identificado","","2023-01-10","Morelos","Puente de Ixtla","17","017"
"1046","GRO-2023-01-10",892,985,"Autoridad","Samul Buenfil Espinosa","Hombre","MORENA","","","","","Jefe operativo de la policía auxiliar","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Asesinato","Sujeto(s) armados","Sujetos armados lo interceptaron al sair de las oficinas de la policía y le dispararon","2023-01-10","Guerrero","Acapulco de Juárez","12","001"
"1047","COL-2023-01-11",893,986,"Autoridad","Martha Esther Rodríguez","Mujer","MORENA","","","","","Titular de la Unidad del Combate al Secuestro de Colima","","","Funcionario(a)","","","Estatal","Seguridad (e.g. policías; fuerzas del orden)","Asesinato","Sujeto(s) armados","Sujetos armados la interceptaron y dispararon cuando descendía de su vehículo","2023-01-11","Colima","Villa de Álvarez","06","010"
"1048","VER-2023-01-11",894,987,"Autoridad","Vanessa Torres Galán","Mujer","MORENA","","","","","Policía municipal","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Secuestro","Sujeto(s) armados","Sujetos armados los atacaron cuando se encontraban vigilando una vivienda","2023-01-11","Veracruz_de_Ignacio_de_la_Llave","Córdoba","30","044"
"1049","VER-2023-01-11",894,988,"Autoridad","No disponible","Hombre","MORENA","","","","","Policía municipal","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Ataque armado","Sujeto(s) armados","Sujetos armados los atacaron cuando se encontraban vigilando una vivienda","2023-01-11","Veracruz_de_Ignacio_de_la_Llave","Córdoba","30","044"
"1050","VER-2023-01-11",894,989,"Autoridad","No disponible","Hombre","MORENA","","","","","Policía municipal","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Secuestro","Sujeto(s) armados","Sujetos armados los atacaron cuando se encontraban vigilando una vivienda","2023-01-11","Veracruz_de_Ignacio_de_la_Llave","Córdoba","30","044"
"1051","VER-2023-01-11",895,989,"Autoridad","No disponible","Hombre","MORENA","","","","","Policía municipal","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Asesinato","Sujeto(s) armados","","2023-01-11","Veracruz_de_Ignacio_de_la_Llave","Córdoba","30","044"
"1052","VER-2023-01-11",924,987,"Autoridad","Vanessa Torres Galán","Mujer","MORENA","","","","","Policía municipal","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Asesinato","Sujeto(s) armados","","2023-01-11","Veracruz_de_Ignacio_de_la_Llave","Córdoba","30","044"
"1053","GRO-2023-01-11",1363,988,"Autoridad","No disponible","Hombre","MORENA","","","","","Policía ministerial","","","Funcionario(a)","","","Estatal","Judicial","Asesinato","No identificado","","2023-01-11","Guerrero","Chilpancingo de los Bravo","12","029"
"1054","GTO-2023-01-12",896,1519,"Autoridad","José Pedro González Casillas","Hombre","PAN","","","","","Policía municipal","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Asesinato","Sujeto(s) armados","Sujetos armados lo emboscaron y le dispararon en varias ocasiones","2023-01-12","Guanajuato","San Francisco del Rincón","11","031"
"1055","HGO-2023-01-12",897,990,"Autoridad","Gerardo","Hombre","PAN","","","","","Delegado auxiliar","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Asesinato","Sujeto(s) armados","Sujetos armados le dispararon en al menos cuatro ocasiones","2023-01-12","Hidalgo","Tezontepec de Aldama","13","067"
"1056","ROO-2023-01-13",899,992,"Autoridad","Rodolfo Manuel N","Hombre","MORENA","","","","","Policía municipal","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Ataque armado","Sujeto(s) armados","Sujetos armados lo interceptaron cuando conducía su auto, lo subieron a otro unidad, le dispararon en varias ocasiones y lo liberaron","2023-01-13","Quintana_Roo","Benito Juárez","23","005"
"1057","MIC-2023-01-13",901,994,"Autoridad","Personal de la Comisión Federal de Electricidad (CFE)","No disponible","MORENA","","","","","Personal de la Comisión Federal de Electricidad (CFE)","","","Funcionario(a)","","","Federal","Ejecutivo (e.g. alcaldes y gobernadores junto con gabinetes)","Ataque armado","Sujeto(s) armados","Sujetos armados obligaron a personal de la CFE a transportar armas en vehículos oficiales","2023-01-13","Michoacan_de_Ocampo","Coalcomán de Vázquez Pallares","16","015"
"1058","ZAC-2023-01-14",898,991,"Autoridad","Armando Rodarte Ramírez","Hombre","MORENA","","","","","Encargado del departament de Espectáculos y Diversiones","","","Funcionario(a)","","","Municipal","Ejecutivo (e.g. alcaldes y gobernadores junto con gabinetes)","Ataque armado","Sujeto(s) armados","Sujetos armados le dispararon cuando se encontraba en la calle","2023-01-14","Zacatecas","Fresnillo","32","010"
"1059","GRO-2023-01-14",900,993,"Autoridad","No disponible","Hombre","No disponible","","","","","Militar en retiro","","","Ex-Funcionario(a)","","","Federal","Seguridad (e.g. policías; fuerzas del orden)","Asesinato","Sujeto(s) armados","Dos sujetos armados le dispararon cuando se encontraba en su auto","2023-01-14","Guerrero","Acapulco de Juárez","12","001"
"1060","ZAC-2023-01-16",909,1002,"Autoridad","No disponible","Hombre","MORENA","","","","","Policía municipal","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Atentado","Sujeto(s) armados","Sujetos armados le dispararon al policía cuando trasladaba a su hija a Zacatecas","2023-01-16","Zacatecas","Guadalupe","32","017"
"1061","OAX-2023-01-16",912,1005,"Autoridad","Rolando M. G.","Hombre","No disponible","","","","","Suplente del alcalde","","","Funcionario(a)","","","Municipal","Ejecutivo (e.g. alcaldes y gobernadores junto con gabinetes)","Asesinato","No identificado","","2023-01-16","Oaxaca","Santiago Atitlán","20","454"
"1062","OAX-2023-01-16",913,1006,"Autoridad","Everardo B. V.","Hombre","No disponible","","","","","Ex-Síndico","","","Ex-Síndico(a)","","","Municipal","Ejecutivo (e.g. alcaldes y gobernadores junto con gabinetes)","Asesinato","Sujeto(s) armados","Sujetos armados le dispararon cuando se encontraba en misa","2023-01-16","Oaxaca","Ixtlán de Juárez","20","042"
"1063","OAX-2023-01-17",902,995,"Autoridad","Álvaro José V. H. ","Hombre","No disponible","","","","","Regidor suplente","","","Regidor(a)","","","Municipal","Ejecutivo (e.g. alcaldes y gobernadores junto con gabinetes)","Asesinato","Sujeto(s) armados","Sujetos armados en una motocicleta le dispararon","2023-01-17","Oaxaca","San José del Progreso","20","072"
"1064","MIC-2023-01-18",911,1004,"Autoridad","Hermes Eloy Escobar","Hombre","PAN","","","","","Subdirector de la policía municipal","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Asesinato","Sujeto(s) armados","Sujetos armados le dispararon frente a la alcaldía","2023-01-18","Michoacan_de_Ocampo","Marcos Castellanos","16","051"
"1065","JAL-2023-01-18",914,1007,"Autoridad","No disponible","Hombre","Hagamos","","","","","Policía municipal de Valle de Juárez","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Secuestro","No identificado","","2023-01-18","Jalisco","Mazamitla","14","059"
"1066","JAL-2023-01-18",915,1007,"Autoridad","No disponible","Hombre","Hagamos","","","","","Policía municipal de Valle de Juárez","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Asesinato","No identificado","","2023-01-18","Jalisco","Mazamitla","14","059"
"1067","MOR-2023-01-19",918,1010,"Autoridad","Alma Delia Reyes Linares","Mujer","PAN","","","","","Alcaldesa","","","Alcalde(sa)","","","Municipal","Ejecutivo (e.g. alcaldes y gobernadores junto con gabinetes)","Atentado","Sujeto(s) armados","Al menos dos sujetos dispararon contra la vivienda de la alcaldesa","2023-01-19","Morelos","Atlatlahucan","17","002"
"1068","BCN-2023-01-19",919,1011,"Autoridad","Francisco Tizcareño","Hombre","MORENA","","","","","Policía municipal","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Asesinato","Sujeto(s) armados","Sujetos armados dispararon contra los policías que se enocntraban estacionados","2023-01-19","Baja_California","Tecate","02","003"
"1069","BCN-2023-01-19",919,1012,"Autoridad","Ignacio Valdez","Hombre","MORENA","","","","","Policía municipal","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Ataque armado","Sujeto(s) armados","Sujetos armados dispararon contra los policías que se enocntraban estacionados","2023-01-19","Baja_California","Tecate","02","003"
"1070","BCN-2023-01-19",919,1013,"Autoridad","No disponible","Hombre","MORENA","","","","","Policía municipal","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Ataque armado","Sujeto(s) armados","Sujetos armados dispararon contra los policías que se enocntraban estacionados","2023-01-19","Baja_California","Tecate","02","003"
"1071","GRO-2023-01-20",916,1008,"Partido","Manuel Salvador Guinto Nava","Hombre","PRI","","","","","Ex-dirigente municipal del PRI","Vendedor de pollo","","Ex-Dirigente","Comerciante","","Municipal","Elecciones y campañas (e.g. candidatos; asesores y voluntarios de campaña)","Asesinato","Sujeto(s) armados","","2023-01-20","Guerrero","Coyuca de Benítez","12","021"
"1072","OAX-2023-01-20",917,1009,"Autoridad","Heidi Candelaria Lagunes","Mujer","MORENA","","","","","Regidora de comercio","","","Regidor(a)","","","Municipal","Ejecutivo (e.g. alcaldes y gobernadores junto con gabinetes)","Asesinato","Sujeto(s) armados","","2023-01-20","Oaxaca","San Pedro Tapanatepec","20","327"
"1073","MOR-2023-01-22",891,983,"Autoridad","Uriel Mejía Landa","Hombre","PRD","","","","","Regidor","Ex-candidato a alcalde","","Regidor(a)","Ex-Candidato(a)","","Municipal","Ejecutivo (e.g. alcaldes y gobernadores junto con gabinetes)","Asesinato","No identificado","","2023-01-22","Morelos","Jojutla","17","012"
"1074","MOR-2023-01-22",891,984,"Autoridad","Nicéforo Flores González","Hombre","PRD","","","","","Funcionario municipal","","","Funcionario(a)","","","Municipal","Ejecutivo (e.g. alcaldes y gobernadores junto con gabinetes)","Asesinato","No identificado","","2023-01-22","Morelos","Jojutla","17","012"
"1075","VER-2023-01-22",905,476,"Partido","Fernando Pérez Vega","Hombre","FPM","","","","","Ex-candidato a alcalde de Coxquihui","","","Ex-Candidato(a)","","","Municipal","Elecciones y campañas (e.g. candidatos; asesores y voluntarios de campaña)","Asesinato","Sujeto(s) armados","Sujetos armados le dispararon mientras viajaba en carretera","2023-01-22","Veracruz_de_Ignacio_de_la_Llave","Veracruz","30","193"
"1076","MIC-2023-01-22",923,1017,"Autoridad","Joge I.","Hombre","MORENA","","","","","Empleado de la alcaldía","","","Funcionario(a)","","","Municipal","Ejecutivo (e.g. alcaldes y gobernadores junto con gabinetes)","Asesinato","Sujeto(s) armados","Sujetos armados le dispararon al menos en siete ocasiones","2023-01-22","Michoacan_de_Ocampo","Jacona","16","043"
"1077","OAX-2023-01-23",903,996,"Partido","Saúl Martínez Figueroa","Hombre","No disponible","","","","","Ex-candidato a alcalde de Santa Martía Colotepec","","","Ex-Candidato(a)","","","Municipal","Elecciones y campañas (e.g. candidatos; asesores y voluntarios de campaña)","Asesinato","Sujeto(s) armados","Sujetos armados en una motocicleta y le dispararon en más de diez ocasiones ","2023-01-23","Oaxaca","San Pedro Mixtepec","20","318"
"1078","ZAC-2023-01-23",907,1000,"Autoridad","Roberto","Hombre","MORENA","","","","","Trabajar del municipio en el departamento de Plazas y mercado","","","Funcionario(a)","","","Municipal","Economía y finanzas (e.g. tesorerías; catastros)","Asesinato","Sujeto(s) armados","Sujetos armados le dispararon en más de cinco ocasiones","2023-01-23","Zacatecas","Fresnillo","32","010"
"1079","ZAC-2023-01-24",906,999,"Autoridad","Gaspar Nieto","Hombre","MORENA","","","","","Comadante de la policía de investigación","","","Funcionario(a)","","","Estatal","Seguridad (e.g. policías; fuerzas del orden)","Asesinato","Sujeto(s) armados","Sujetos armados dispararon contra el agente cuando se encontraba dentro de un local","2023-01-24","Zacatecas","Fresnillo","32","010"
"1080","MOR-2023-01-24",908,1001,"Instalación","No disponible","Hombre","","","","","","Comandante de la policía municipal","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Atentado","Sujeto(s) armados","Sujetos armados dispararon a la fachada del comandante","2023-01-24","Morelos","Ayala","17","004"
"1081","GTO-2023-01-24",920,1014,"Autoridad","César Vargas Acosta","Hombre","PAN","","","","","Comandante de la policía municipal","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Asesinato","Sujeto(s) armados","Sujetos armados lo acorralaron y le dispararon","2023-01-24","Guanajuato","Cortazar","11","011"
"1082","ZAC-2023-01-24",921,1015,"Autoridad","No disponible","Hombre","MORENA","","","","","Policía de investigación","","","Funcionario(a)","","","Estatal","Seguridad (e.g. policías; fuerzas del orden)","Asesinato","Sujeto(s) armados","Sujetos armados le dispararon cuando se encontraba fuera de un local","2023-01-24","Zacatecas","Fresnillo","32","010"
"1083","BCN-2023-01-24",922,1016,"Autoridad","Roberto Drew Cortez","Hombre","MORENA","","","","","Jefe de la policía turística","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Asesinato","Sujeto(s) armados","Sujetos armados le dispararon en al menos siete ocasiones","2023-01-24","Baja_California","Playas de Rosarito","02","005"
"1084","COL-2020-03-05",258,290,"Autoridad","Gabriel Andrade Sánchez","Hombre","PRI","","","","No","Secretario General del PRI en el municipio de Coquimatlán","","","Ex-Funcionario(a)","","","Municipal","Ejecutivo (e.g. alcaldes y gobernadores junto con gabinetes)","Asesinato","No identificado","","2020-03-05","Colima","Coquimatlán","06","004"
"1085","MEX-2023-01-25",925,1019,"Autoridad","Maribel","Mujer","MORENA","","","","","Fiscal de investigación de la Estafa Maestra","","","Familiar","","","Federal","Judicial","Ataque armado","Sujeto(s) armados","Sujetos armados le dispararon cuando se encontraba en un domicilio particular","2023-01-25","Mexico","Ecatepec de Morelos","15","033"
"1086","ZAC-2023-01-25",926,1020,"Autoridad","Damaris Vianey Villaneda Robles","Mujer","PVEM","","","","","Policía municipal","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Asesinato","Sujeto(s) armados","Sujetos armados le dispararon cuando salía de su domicilio","2023-01-25","Zacatecas","Zacatecas","32","056"
"1087","MOR-2023-01-25",927,1021,"Autoridad","José Adrián Martínez","Hombre","PAN","","","","","Secretario de Seguridad Pública municipal","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Atentado","Gente Nueva","Sujetos armados dispararon contra el domicilio del secretario de seguridad","2023-01-25","Morelos","Ayala","17","004"
